player_id,archetype,install_date,country_code,platform,device_tier,acquisition_channel,is_payer,lifetime_days,last_active_date,is_churned,total_sessions,total_purchases,total_revenue_usd,total_social_interactions,friends_count
p_002770,whale_payer,2024-03-31,AR,android,low,facebook,1,275,2024-12-31,0,204,68,743.32,101,12
p_002081,burst,2024-05-23,MX,ios,mid,applovin,0,19,2024-06-11,1,10,0,0,18,0
p_002654,engaged,2024-04-05,TR,ios,low,google,0,270,2024-12-31,0,88,0,0,81,10
p_000107,early_churn,2024-06-28,SE,android,mid,organic,0,1,2024-06-29,1,0,0,0,2,0
p_002756,whale_payer,2024-01-24,US,ios,mid,tiktok,1,261,2024-10-11,1,207,71,837.29,57,8
p_001945,burst,2024-11-10,MX,android,mid,tiktok,0,8,2024-11-18,1,4,0,0,18,1
p_001852,burst,2024-10-19,CA,ios,low,google,0,10,2024-10-29,1,5,0,0,12,1
p_001963,burst,2024-07-09,KR,android,mid,google,0,8,2024-07-17,1,6,0,0,21,3
p_002860,minnow_payer,2024-07-27,JP,ios,high,organic,1,157,2024-12-31,0,20,3,7.97,45,4
p_002007,burst,2024-07-17,PH,ios,mid,organic,0,16,2024-08-02,1,13,0,0,25,1
p_002564,engaged,2024-04-02,GB,ios,low,google,0,265,2024-12-23,1,94,0,0,66,10
p_000111,early_churn,2024-09-29,AR,ios,high,organic,0,2,2024-10-01,1,0,0,0,1,0
p_000995,casual,2024-01-14,JP,android,low,facebook,0,42,2024-02-25,1,6,0,0,10,1
p_000028,early_churn,2024-07-26,GB,ios,high,organic,0,1,2024-07-27,1,0,0,0,0,0
p_001716,casual,2024-09-14,JP,android,low,organic,0,27,2024-10-11,1,3,0,0,12,1
p_001536,casual,2024-11-25,FR,ios,high,organic,0,36,2024-12-31,0,6,0,0,3,1
p_002204,engaged,2024-06-02,NL,android,high,organic,0,212,2024-12-31,0,59,0,0,58,10
p_002645,engaged,2024-02-19,MX,android,mid,applovin,0,180,2024-08-17,1,64,0,0,85,10
p_001652,casual,2024-02-17,DE,android,low,organic,0,23,2024-03-11,1,3,0,0,10,0
p_001159,casual,2024-07-13,US,ios,high,organic,0,72,2024-09-23,1,5,0,0,17,1
p_001579,casual,2024-09-13,JP,android,mid,facebook,0,27,2024-10-10,1,0,0,0,4,2
p_002644,engaged,2024-05-31,CA,android,high,unity_ads,0,214,2024-12-31,0,61,0,0,85,14
p_002541,engaged,2024-02-05,KR,ios,high,facebook,0,198,2024-08-21,1,58,0,0,55,8
p_001671,casual,2024-01-03,BR,android,low,applovin,0,63,2024-03-06,1,2,0,0,11,1
p_001015,casual,2024-11-14,AU,ios,mid,organic,0,24,2024-12-08,1,0,0,0,11,1
p_002123,engaged,2024-03-09,US,ios,mid,google,0,297,2024-12-31,0,91,0,0,104,11
p_002287,engaged,2024-04-27,IT,ios,mid,organic,0,155,2024-09-29,1,43,0,0,63,11
p_000157,early_churn,2024-04-06,BR,android,high,organic,0,1,2024-04-07,1,0,0,0,0,0
p_002060,burst,2024-10-12,KR,ios,high,google,0,12,2024-10-24,1,4,0,0,12,2
p_001930,burst,2024-01-31,KR,ios,low,organic,0,18,2024-02-18,1,18,0,0,12,1
p_001458,casual,2024-05-24,IN,ios,high,google,0,33,2024-06-26,1,2,0,0,10,4
p_002163,engaged,2024-03-16,PL,ios,low,facebook,0,140,2024-08-03,1,42,0,0,51,6
p_000440,casual,2024-08-28,JP,android,mid,organic,0,88,2024-11-24,1,9,0,0,20,4
p_001660,casual,2024-10-09,ID,android,mid,facebook,0,15,2024-10-24,1,2,0,0,7,0
p_000145,early_churn,2024-09-29,RU,ios,mid,organic,0,1,2024-09-30,1,0,0,0,1,0
p_002338,engaged,2024-07-09,DE,android,low,google,0,129,2024-11-15,1,43,0,0,88,8
p_002856,minnow_payer,2024-02-12,GB,android,mid,facebook,1,232,2024-10-01,1,29,12,36.88,54,6
p_000085,early_churn,2024-03-23,GB,android,mid,organic,0,2,2024-03-25,1,1,0,0,2,0
p_001492,casual,2024-11-19,BR,android,mid,google,1,40,2024-12-29,1,1,1,0.99,10,1
p_002803,whale_payer,2024-02-06,BR,ios,mid,google,1,329,2024-12-31,0,269,46,401.54,73,4
p_000639,casual,2024-03-07,GB,android,low,facebook,0,15,2024-03-22,1,2,0,0,7,2
p_001041,casual,2024-05-09,JP,android,low,organic,0,26,2024-06-04,1,0,0,0,9,0
p_000417,casual,2024-12-12,IN,ios,high,organic,0,16,2024-12-28,1,4,0,0,19,6
p_001736,casual,2024-08-03,JP,android,low,applovin,0,22,2024-08-25,1,2,0,0,4,1
p_001221,casual,2024-08-14,GB,android,low,google,0,17,2024-08-31,1,1,0,0,12,1
p_002150,engaged,2024-06-14,ES,android,mid,google,0,200,2024-12-31,0,54,0,0,57,3
p_002829,whale_payer,2024-04-30,RU,android,low,organic,1,222,2024-12-08,1,164,75,770.25,64,6
p_001261,casual,2024-08-11,MX,ios,high,facebook,1,61,2024-10-11,1,3,2,3.98,18,4
p_001654,casual,2024-01-08,US,ios,mid,facebook,0,48,2024-02-25,1,5,0,0,4,0
p_000608,casual,2024-02-02,BR,ios,low,facebook,0,49,2024-03-22,1,4,0,0,6,1
p_002523,engaged,2024-06-27,BR,android,low,organic,0,187,2024-12-31,0,53,0,0,74,7
p_000835,casual,2024-03-04,US,ios,low,facebook,0,22,2024-03-26,1,3,0,0,7,0
p_000094,early_churn,2024-07-19,TH,android,mid,organic,0,3,2024-07-22,1,1,0,0,0,0
p_001014,casual,2024-07-03,CA,ios,mid,google,0,20,2024-07-23,1,2,0,0,12,3
p_000513,casual,2024-01-11,GB,ios,high,facebook,0,26,2024-02-06,1,2,0,0,6,1
p_000820,casual,2024-09-16,US,ios,mid,organic,0,24,2024-10-10,1,2,0,0,12,2
p_002124,engaged,2024-06-24,RU,ios,high,google,0,190,2024-12-31,0,57,0,0,65,5
p_001990,burst,2024-12-23,AR,android,mid,facebook,0,8,2024-12-31,1,4,0,0,11,1
p_002995,minnow_payer,2024-02-16,JP,android,low,google,1,221,2024-09-24,1,30,7,18.93,44,6
p_002219,engaged,2024-06-28,TH,android,high,organic,0,186,2024-12-31,0,68,0,0,56,5
p_002199,engaged,2024-02-21,ES,android,mid,facebook,0,276,2024-11-23,1,92,0,0,91,10
p_002520,engaged,2024-06-03,DE,ios,low,organic,0,211,2024-12-31,0,68,0,0,82,12
p_002559,engaged,2024-06-22,DE,android,mid,facebook,0,192,2024-12-31,0,65,0,0,69,12
p_001950,burst,2024-12-21,KR,ios,mid,organic,0,7,2024-12-28,1,9,0,0,12,2
p_001907,burst,2024-09-06,JP,android,mid,google,0,12,2024-09-18,1,8,0,0,17,1
p_001749,casual,2024-05-05,DE,ios,mid,facebook,0,24,2024-05-29,1,1,0,0,9,0
p_002193,engaged,2024-01-19,AU,ios,high,facebook,0,191,2024-07-28,1,58,0,0,73,7
p_000650,casual,2024-09-13,US,ios,mid,organic,0,61,2024-11-13,1,3,0,0,10,1
p_000295,early_churn,2024-10-12,PL,android,low,other,0,1,2024-10-13,1,1,0,0,0,0
p_000221,early_churn,2024-05-06,US,ios,high,organic,0,2,2024-05-08,1,0,0,0,2,0
p_002017,burst,2024-01-02,IN,android,high,google,0,16,2024-01-18,1,16,0,0,2,1
p_000625,casual,2024-11-06,KR,android,low,tiktok,0,35,2024-12-11,1,3,0,0,11,0
p_001611,casual,2024-04-23,BR,android,high,other,0,62,2024-06-24,1,5,0,0,10,0
p_000677,casual,2024-03-31,US,android,low,tiktok,0,52,2024-05-22,1,6,0,0,7,0
p_002898,minnow_payer,2024-08-11,NL,android,high,facebook,1,142,2024-12-31,0,13,9,13.91,40,8
p_002760,whale_payer,2024-03-04,GB,android,low,unity_ads,1,302,2024-12-31,0,241,85,818.15,103,12
p_001717,casual,2024-07-28,US,android,low,organic,0,17,2024-08-14,1,2,0,0,2,0
p_002478,engaged,2024-06-19,CA,ios,high,other,1,139,2024-11-05,1,40,4,4.96,50,7
p_002500,engaged,2024-02-13,IN,android,mid,facebook,0,217,2024-09-17,1,71,0,0,107,12
p_001529,casual,2024-06-01,IN,android,low,facebook,0,44,2024-07-15,1,7,0,0,8,2
p_000362,casual,2024-05-11,SE,ios,high,facebook,0,19,2024-05-30,1,1,0,0,8,1
p_000785,casual,2024-04-04,AR,ios,mid,organic,0,45,2024-05-19,1,4,0,0,12,1
p_000101,early_churn,2024-07-26,US,ios,high,google,0,1,2024-07-27,1,3,0,0,0,0
p_000092,early_churn,2024-01-07,KR,ios,low,tiktok,0,2,2024-01-09,1,0,0,0,0,0
p_000553,casual,2024-10-20,BR,android,low,organic,0,72,2024-12-31,0,5,0,0,18,3
p_002721,whale_payer,2024-04-21,MX,ios,mid,applovin,1,254,2024-12-31,0,161,76,857.24,66,7
p_001721,casual,2024-07-02,US,android,mid,facebook,0,36,2024-08-07,1,2,0,0,9,1
p_002020,burst,2024-10-04,MX,ios,mid,facebook,0,16,2024-10-20,1,11,0,0,20,3
p_002570,engaged,2024-05-31,US,android,low,tiktok,0,184,2024-12-01,1,46,0,0,47,4
p_002016,burst,2024-03-08,BR,ios,mid,google,0,21,2024-03-29,1,14,0,0,15,3
p_001949,burst,2024-02-04,IT,ios,low,facebook,0,7,2024-02-11,1,7,0,0,15,3
p_000054,early_churn,2024-01-27,GB,ios,mid,organic,0,1,2024-01-28,1,1,0,0,0,0
p_001627,casual,2024-05-04,GB,android,high,unity_ads,0,14,2024-05-18,1,2,0,0,6,2
p_002005,burst,2024-08-04,DE,ios,high,organic,0,17,2024-08-21,1,15,0,0,7,0
p_001909,burst,2024-12-01,US,ios,high,organic,0,21,2024-12-22,1,11,0,0,24,0
p_002355,engaged,2024-02-09,IT,android,low,tiktok,0,284,2024-11-19,1,85,0,0,66,4
p_000144,early_churn,2024-01-01,BR,android,mid,organic,0,1,2024-01-02,1,0,0,0,0,0
p_001674,casual,2024-05-16,US,ios,high,organic,0,54,2024-07-09,1,5,0,0,15,3
p_000341,casual,2024-12-25,BR,ios,high,organic,0,6,2024-12-31,0,1,0,0,6,1
p_002480,engaged,2024-04-06,US,ios,low,organic,0,269,2024-12-31,0,78,0,0,94,9
p_001566,casual,2024-02-08,TH,ios,mid,unity_ads,0,52,2024-03-31,1,4,0,0,2,0
p_000057,early_churn,2024-11-09,GB,ios,mid,tiktok,0,1,2024-11-10,1,2,0,0,0,0
p_001606,casual,2024-04-25,DE,ios,high,unity_ads,0,15,2024-05-10,1,1,0,0,7,0
p_002600,engaged,2024-07-03,US,android,mid,facebook,0,181,2024-12-31,0,62,0,0,45,3
p_001622,casual,2024-04-28,GB,android,high,facebook,0,69,2024-07-06,1,4,0,0,18,5
p_002889,minnow_payer,2024-06-29,IN,android,mid,facebook,1,162,2024-12-08,1,16,16,78.84,28,6
p_001273,casual,2024-03-23,JP,ios,high,facebook,0,45,2024-05-07,1,6,0,0,11,0
p_000351,casual,2024-07-30,DE,android,mid,applovin,0,45,2024-09-13,1,4,0,0,14,1
p_002814,whale_payer,2024-05-08,TR,android,mid,google,1,237,2024-12-31,0,177,85,875.15,85,15
p_002367,engaged,2024-02-10,AU,ios,high,organic,0,205,2024-09-02,1,73,0,0,65,6
p_000543,casual,2024-10-12,US,ios,low,facebook,0,71,2024-12-22,1,8,0,0,22,3
p_001293,casual,2024-07-23,IT,ios,mid,organic,0,55,2024-09-16,1,5,0,0,17,6
p_001820,burst,2024-03-10,NL,ios,mid,organic,0,12,2024-03-22,1,7,0,0,8,0
p_000987,casual,2024-08-09,RU,android,mid,organic,0,57,2024-10-05,1,5,0,0,7,1
p_000328,casual,2024-03-22,US,ios,high,facebook,0,55,2024-05-16,1,9,0,0,14,3
p_000756,casual,2024-04-12,JP,android,low,applovin,0,35,2024-05-17,1,4,0,0,5,2
p_002490,engaged,2024-01-18,JP,ios,high,google,0,211,2024-08-16,1,67,0,0,49,5
p_001441,casual,2024-01-25,ES,android,mid,unity_ads,0,41,2024-03-06,1,4,0,0,8,0
p_000425,casual,2024-07-25,GB,ios,high,organic,0,44,2024-09-07,1,4,0,0,13,0
p_000327,casual,2024-07-25,MX,android,low,applovin,0,82,2024-10-15,1,7,0,0,15,1
p_001670,casual,2024-06-07,TR,android,mid,tiktok,0,40,2024-07-17,1,3,0,0,13,3
p_002378,engaged,2024-06-27,US,android,mid,facebook,0,187,2024-12-31,0,56,0,0,97,12
p_000187,early_churn,2024-01-02,PH,android,mid,tiktok,0,3,2024-01-05,1,0,0,0,0,0
p_002668,engaged,2024-03-01,RU,android,low,other,0,216,2024-10-03,1,66,0,0,65,12
p_000459,casual,2024-11-20,IN,android,high,applovin,0,35,2024-12-25,1,5,0,0,12,0
p_002317,engaged,2024-03-12,IN,android,mid,organic,1,169,2024-08-28,1,54,10,21.9,79,8
p_001303,casual,2024-04-28,GB,android,mid,facebook,0,44,2024-06-11,1,4,0,0,17,1
p_002861,minnow_payer,2024-06-14,US,android,low,facebook,1,80,2024-09-02,1,15,16,68.84,26,5
p_001866,burst,2024-05-20,US,ios,low,applovin,0,20,2024-06-09,1,7,0,0,10,2
p_001248,casual,2024-03-12,BR,android,low,facebook,0,69,2024-05-20,1,1,0,0,13,2
p_000500,casual,2024-09-26,BR,android,low,applovin,0,38,2024-11-03,1,2,0,0,14,0
p_000732,casual,2024-02-13,ES,android,mid,google,0,15,2024-02-28,1,1,0,0,2,0
p_000154,early_churn,2024-04-21,FR,ios,mid,applovin,0,1,2024-04-22,1,0,0,0,0,0
p_000383,casual,2024-09-14,CA,ios,high,unity_ads,0,49,2024-11-02,1,2,0,0,13,5
p_001231,casual,2024-03-21,SE,android,low,organic,0,34,2024-04-24,1,4,0,0,6,1
p_000242,early_churn,2024-08-04,US,android,mid,tiktok,0,3,2024-08-07,1,1,0,0,0,0
p_002954,minnow_payer,2024-09-03,TH,ios,high,facebook,1,119,2024-12-31,0,23,7,32.93,22,5
p_000555,casual,2024-01-28,KR,android,high,facebook,0,28,2024-02-25,1,2,0,0,7,1
p_000398,casual,2024-04-08,US,ios,mid,organic,0,19,2024-04-27,1,3,0,0,7,0
p_000199,early_churn,2024-12-24,US,ios,low,tiktok,0,3,2024-12-27,1,2,0,0,1,0
p_001528,casual,2024-12-08,CA,ios,high,organic,0,23,2024-12-31,0,2,0,0,9,1
p_002463,engaged,2024-02-24,ID,ios,mid,organic,0,304,2024-12-24,1,93,0,0,128,14
p_001491,casual,2024-06-26,KR,ios,mid,applovin,0,71,2024-09-05,1,5,0,0,17,3
p_000139,early_churn,2024-09-10,US,ios,high,facebook,0,1,2024-09-11,1,0,0,0,1,0
p_000481,casual,2024-04-25,US,ios,high,organic,0,60,2024-06-24,1,7,0,0,13,3
p_000316,casual,2024-04-10,IT,android,mid,organic,0,18,2024-04-28,1,2,0,0,7,1
p_001512,casual,2024-02-16,ES,android,mid,facebook,0,45,2024-04-01,1,4,0,0,7,2
p_001864,burst,2024-06-09,MX,android,low,google,0,10,2024-06-19,1,7,0,0,18,3
p_000823,casual,2024-04-15,US,ios,low,applovin,0,16,2024-05-01,1,1,0,0,4,1
p_000055,early_churn,2024-12-10,TR,android,low,facebook,0,2,2024-12-12,1,1,0,0,1,0
p_001179,casual,2024-05-27,CA,android,mid,organic,0,44,2024-07-10,1,6,0,0,10,1
p_002948,minnow_payer,2024-04-25,DE,android,low,other,1,237,2024-12-18,1,29,16,30.84,45,10
p_000266,early_churn,2024-12-18,US,android,mid,organic,0,2,2024-12-20,1,1,0,0,1,1
p_002780,whale_payer,2024-03-14,US,android,low,facebook,1,292,2024-12-31,0,220,87,862.13,81,16
p_000514,casual,2024-10-28,JP,android,high,organic,0,62,2024-12-29,1,10,0,0,10,0
p_001089,casual,2024-03-10,US,ios,high,tiktok,0,23,2024-04-02,1,3,0,0,12,2
p_002035,burst,2024-06-23,US,android,mid,facebook,0,11,2024-07-04,1,7,0,0,10,1
p_001789,casual,2024-01-09,KR,android,mid,facebook,0,28,2024-02-06,1,1,0,0,3,0
p_000231,early_churn,2024-05-31,PH,ios,low,facebook,0,1,2024-06-01,1,1,0,0,1,0
p_002694,engaged,2024-01-02,US,android,mid,organic,0,248,2024-09-06,1,91,0,0,86,10
p_000195,early_churn,2024-05-29,US,android,mid,google,0,3,2024-06-01,1,0,0,0,0,0
p_002321,engaged,2024-04-26,PH,android,mid,organic,0,138,2024-09-11,1,39,0,0,69,10
p_000125,early_churn,2024-06-10,FR,ios,mid,organic,0,3,2024-06-13,1,2,0,0,1,0
p_000966,casual,2024-02-04,GB,ios,high,facebook,0,34,2024-03-09,1,0,0,0,6,0
p_000169,early_churn,2024-12-23,MX,ios,mid,unity_ads,0,3,2024-12-26,1,0,0,0,0,0
p_001205,casual,2024-07-26,IT,ios,mid,facebook,0,21,2024-08-16,1,1,0,0,18,4
p_001720,casual,2024-12-11,JP,ios,high,facebook,0,20,2024-12-31,0,1,0,0,6,2
p_000312,casual,2024-05-29,BR,ios,high,organic,0,26,2024-06-24,1,4,0,0,3,1
p_000406,casual,2024-07-02,DE,ios,mid,organic,0,65,2024-09-05,1,5,0,0,23,2
p_002646,engaged,2024-07-16,DE,android,high,google,0,168,2024-12-31,0,59,0,0,44,8
p_000845,casual,2024-01-05,JP,android,low,google,0,56,2024-03-01,1,5,0,0,7,1
p_001602,casual,2024-11-22,MX,ios,high,tiktok,0,39,2024-12-31,0,7,0,0,13,1
p_002611,engaged,2024-05-20,US,android,low,organic,0,189,2024-11-25,1,66,0,0,77,11
p_000370,casual,2024-12-08,PL,android,mid,applovin,0,23,2024-12-31,0,6,0,0,11,1
p_000047,early_churn,2024-06-30,US,ios,mid,organic,0,1,2024-07-01,1,1,0,0,1,0
p_000192,early_churn,2024-03-20,BR,ios,mid,organic,0,2,2024-03-22,1,2,0,0,0,0
p_000056,early_churn,2024-10-28,CA,android,mid,tiktok,0,2,2024-10-30,1,0,0,0,2,0
p_002275,engaged,2024-06-11,TR,android,mid,organic,0,181,2024-12-09,1,62,0,0,64,6
p_002619,engaged,2024-01-03,TH,android,low,tiktok,0,201,2024-07-22,1,66,0,0,77,10
p_001668,casual,2024-01-31,BR,ios,mid,organic,0,52,2024-03-23,1,5,0,0,18,2
p_000941,casual,2024-08-29,GB,ios,mid,organic,0,38,2024-10-06,1,5,0,0,9,1
p_001092,casual,2024-06-16,GB,android,low,other,0,21,2024-07-07,1,0,0,0,6,0
p_002853,minnow_payer,2024-03-30,US,android,mid,organic,1,247,2024-12-02,1,34,12,49.88,44,8
p_000456,casual,2024-09-22,US,android,mid,google,0,23,2024-10-15,1,6,0,0,3,0
p_002716,whale_payer,2024-06-06,ES,ios,high,organic,1,201,2024-12-24,1,130,60,612.4,53,12
p_000403,casual,2024-02-27,US,android,mid,applovin,0,15,2024-03-13,1,1,0,0,5,2
p_001703,casual,2024-09-10,US,ios,mid,facebook,0,57,2024-11-06,1,6,0,0,18,2
p_001289,casual,2024-04-30,TH,android,low,organic,0,23,2024-05-23,1,3,0,0,4,0
p_000041,early_churn,2024-02-13,BR,ios,high,google,0,3,2024-02-16,1,0,0,0,1,0
p_001045,casual,2024-07-07,US,android,low,facebook,0,53,2024-08-29,1,8,0,0,8,0
p_002063,burst,2024-05-25,NL,android,mid,google,0,9,2024-06-03,1,5,0,0,14,1
p_001197,casual,2024-10-25,KR,ios,high,facebook,0,63,2024-12-27,1,5,0,0,15,1
p_001240,casual,2024-02-14,BR,ios,low,tiktok,0,27,2024-03-12,1,3,0,0,9,0
p_002437,engaged,2024-05-30,CA,android,mid,organic,0,215,2024-12-31,0,68,0,0,82,8
p_002676,engaged,2024-06-11,MX,android,low,tiktok,0,203,2024-12-31,0,65,0,0,93,6
p_001332,casual,2024-03-13,FR,ios,mid,google,0,87,2024-06-08,1,7,0,0,18,2
p_000705,casual,2024-06-22,KR,ios,mid,facebook,0,84,2024-09-14,1,10,0,0,21,4
p_001661,casual,2024-07-18,CA,android,mid,organic,0,74,2024-09-30,1,8,0,0,15,0
p_002477,engaged,2024-05-18,ES,android,mid,applovin,0,227,2024-12-31,0,74,0,0,82,15
p_001366,casual,2024-04-12,US,android,mid,tiktok,0,76,2024-06-27,1,2,0,0,19,4
p_000999,casual,2024-08-29,KR,android,low,applovin,0,77,2024-11-14,1,3,0,0,26,3
p_000023,early_churn,2024-05-10,CA,ios,mid,applovin,0,3,2024-05-13,1,1,0,0,0,0
p_000397,casual,2024-06-08,US,ios,mid,organic,0,37,2024-07-15,1,3,0,0,16,3
p_001411,casual,2024-12-09,CA,ios,high,facebook,0,22,2024-12-31,0,4,0,0,11,0
p_001543,casual,2024-11-29,TR,android,high,google,0,32,2024-12-31,0,5,0,0,17,2
p_002996,minnow_payer,2024-09-06,US,android,mid,facebook,1,116,2024-12-31,0,20,12,63.88,11,1
p_002022,burst,2024-12-13,BR,ios,mid,applovin,1,13,2024-12-26,1,7,3,7.97,10,2
p_001064,casual,2024-07-21,GB,ios,high,facebook,0,54,2024-09-13,1,4,0,0,13,2
p_000890,casual,2024-04-17,US,ios,high,facebook,0,36,2024-05-23,1,3,0,0,6,1
p_000385,casual,2024-04-16,BR,android,low,google,0,22,2024-05-08,1,1,0,0,1,1
p_000151,early_churn,2024-05-22,US,ios,high,unity_ads,0,1,2024-05-23,1,0,0,0,0,0
p_000559,casual,2024-04-17,ES,android,low,organic,0,48,2024-06-04,1,6,0,0,16,2
p_001974,burst,2024-05-05,BR,android,low,facebook,0,9,2024-05-14,1,7,0,0,13,3
p_001776,casual,2024-01-15,AR,android,low,organic,0,56,2024-03-11,1,6,0,0,10,3
p_001215,casual,2024-01-11,US,ios,low,applovin,0,16,2024-01-27,1,3,0,0,2,0
p_002137,engaged,2024-01-12,IN,ios,low,unity_ads,0,199,2024-07-29,1,58,0,0,50,5
p_002257,engaged,2024-05-12,GB,android,low,google,0,161,2024-10-20,1,50,0,0,83,12
p_001085,casual,2024-06-30,CA,ios,mid,unity_ads,0,80,2024-09-18,1,4,0,0,12,2
p_000594,casual,2024-08-11,MX,android,low,unity_ads,0,20,2024-08-31,1,1,0,0,2,0
p_000450,casual,2024-07-05,BR,ios,mid,google,0,74,2024-09-17,1,11,0,0,21,7
p_000895,casual,2024-08-22,PL,android,mid,applovin,0,80,2024-11-10,1,8,0,0,19,2
p_001867,burst,2024-02-20,US,ios,low,facebook,0,9,2024-02-29,1,6,0,0,7,2
p_001070,casual,2024-03-25,US,ios,mid,tiktok,0,35,2024-04-29,1,3,0,0,12,0
p_000600,casual,2024-08-26,FR,android,mid,facebook,0,58,2024-10-23,1,6,0,0,13,0
p_000792,casual,2024-02-20,US,android,low,organic,0,61,2024-04-21,1,5,0,0,10,0
p_002445,engaged,2024-03-01,US,android,high,tiktok,0,228,2024-10-15,1,71,0,0,90,12
p_002869,minnow_payer,2024-02-11,US,android,low,organic,1,245,2024-10-13,1,39,7,11.93,45,10
p_000679,casual,2024-07-03,KR,android,high,applovin,0,42,2024-08-14,1,8,0,0,11,1
p_002702,whale_payer,2024-01-02,BR,android,mid,organic,1,288,2024-10-16,1,219,81,771.19,75,9
p_001532,casual,2024-05-14,GB,ios,mid,tiktok,0,55,2024-07-08,1,3,0,0,15,2
p_002662,engaged,2024-05-07,DE,android,low,organic,0,238,2024-12-31,0,62,0,0,63,11
p_001444,casual,2024-10-13,CA,android,high,tiktok,0,32,2024-11-14,1,2,0,0,11,3
p_001291,casual,2024-03-29,IT,ios,high,other,0,18,2024-04-16,1,1,0,0,3,0
p_002190,engaged,2024-05-12,JP,ios,high,tiktok,0,222,2024-12-20,1,69,0,0,69,8
p_001445,casual,2024-04-08,JP,ios,mid,unity_ads,0,29,2024-05-07,1,4,0,0,10,2
