interaction_id,from_player_id,to_player_id,interaction_type,interaction_timestamp
si_0000032,p_002657,p_001252,chat_message,2024-05-08T20:56:41.959Z
si_0000033,p_002657,p_002632,friend_request,2024-05-24T17:02:38.143Z
si_0000034,p_002657,p_002398,gift_sent,2024-08-29T16:21:53.194Z
si_0000035,p_002657,p_002331,gift_sent,2024-12-16T08:51:52.072Z
si_0000036,p_002657,p_002511,gift_sent,2024-07-05T09:48:05.526Z
si_0000037,p_002657,p_002504,gift_sent,2024-12-15T15:13:46.679Z
si_0000038,p_002657,p_002577,gift_sent,2024-04-06T22:10:06.190Z
si_0000039,p_002657,p_001718,gift_sent,2024-09-28T07:04:02.534Z
si_000003a,p_002657,p_002443,friend_request,2024-12-04T20:41:17.761Z
si_000003b,p_002657,p_002128,chat_message,2024-04-24T15:32:28.378Z
si_000003c,p_002657,p_002466,chat_message,2024-12-12T22:30:32.481Z
si_000003d,p_002657,p_001768,gift_sent,2024-08-19T18:54:45.318Z
si_000003e,p_002657,p_002227,gift_sent,2024-07-29T03:25:54.300Z
si_000003f,p_002657,p_001331,friend_request,2024-12-18T14:27:18.810Z
si_000003g,p_002657,p_002270,gift_sent,2024-11-11T05:39:06.126Z
si_000003h,p_002657,p_002795,friend_request,2024-05-30T13:57:39.168Z
si_000003i,p_002657,p_002601,gift_sent,2024-07-15T23:03:42.465Z
si_000003j,p_002392,p_002397,gift_sent,2024-03-09T00:19:44.701Z
si_000003k,p_002392,p_002551,gift_sent,2024-05-10T03:00:00.363Z
si_000003l,p_002392,p_002977,gift_sent,2024-07-23T00:25:14.272Z
si_000003m,p_002392,p_002782,gift_sent,2024-04-23T05:14:12.859Z
si_000003n,p_002392,p_002869,gift_sent,2024-09-15T10:23:25.869Z
si_000003o,p_002392,p_002653,friend_accepted,2024-03-20T13:11:58.952Z
si_000003p,p_002392,p_002137,gift_sent,2024-06-01T22:14:04.205Z
si_000003q,p_002392,p_002637,gift_sent,2024-04-17T13:39:24.476Z
si_000003r,p_002392,p_001253,gift_sent,2024-06-22T00:54:01.576Z
si_000003s,p_002392,p_002621,chat_message,2024-08-28T13:41:32.799Z
si_000003t,p_002392,p_002422,gift_sent,2024-03-17T06:04:26.056Z
si_000003u,p_002392,p_002463,friend_request,2024-04-12T17:43:12.892Z
si_000003v,p_002392,p_002650,friend_accepted,2024-07-06T14:48:02.550Z
si_000003w,p_002392,p_001417,chat_message,2024-11-22T19:26:17.141Z
si_000003x,p_002392,p_002994,gift_sent,2024-02-04T06:00:20.359Z
si_000003y,p_002392,p_002359,friend_accepted,2024-01-15T03:27:27.986Z
si_000003z,p_002392,p_002849,gift_sent,2024-09-02T00:56:25.369Z
si_0000040,p_002392,p_002384,gift_sent,2024-10-01T04:01:49.351Z
si_0000041,p_002392,p_002543,gift_sent,2024-02-27T09:11:30.058Z
si_0000042,p_002392,p_002960,gift_sent,2024-06-25T17:05:59.527Z
si_0000043,p_002392,p_000642,friend_request,2024-05-12T17:31:28.181Z
si_0000044,p_002392,p_001389,friend_request,2024-03-06T15:42:01.093Z
si_0000045,p_002392,p_002566,friend_accepted,2024-05-31T19:00:01.076Z
si_0000046,p_002392,p_001697,gift_sent,2024-10-23T07:06:09.631Z
si_0000047,p_002392,p_002144,chat_message,2024-07-12T18:06:18.552Z
si_0000048,p_002392,p_002470,gift_sent,2024-05-23T21:36:59.086Z
si_0000049,p_002392,p_002661,gift_sent,2024-08-03T03:58:17.495Z
si_000004a,p_002392,p_002225,gift_sent,2024-11-29T06:53:42.458Z
si_000004b,p_002392,p_001519,chat_message,2024-07-16T10:19:09.014Z
si_000004c,p_002392,p_002238,chat_message,2024-12-06T19:38:25.307Z
si_000004d,p_002392,p_002817,chat_message,2024-04-25T18:22:29.998Z
si_000004e,p_002392,p_002147,gift_sent,2024-04-06T17:12:22.196Z
si_000004f,p_002392,p_001415,gift_sent,2024-01-19T23:13:56.155Z
si_000004g,p_002392,p_002601,chat_message,2024-04-06T14:08:10.133Z
si_000004h,p_002392,p_002528,gift_sent,2024-10-31T01:17:42.984Z
si_000004i,p_002392,p_001521,gift_sent,2024-06-09T18:29:14.526Z
si_000004j,p_002392,p_002412,gift_sent,2024-08-08T10:15:25.178Z
si_000004k,p_002392,p_002193,gift_sent,2024-04-02T08:28:41.241Z
si_000004l,p_002392,p_002515,gift_sent,2024-08-14T09:50:00.555Z
si_000004m,p_002392,p_001299,gift_sent,2024-01-31T18:08:28.651Z
si_000004n,p_002392,p_001455,chat_message,2024-02-10T17:19:56.646Z
si_000004o,p_002392,p_002804,friend_accepted,2024-11-22T17:28:58.346Z
si_000004p,p_002392,p_002467,gift_sent,2024-07-18T15:12:58.575Z
si_000004q,p_002392,p_002639,chat_message,2024-05-28T08:09:08.773Z
si_000004r,p_000550,p_002521,friend_accepted,2024-11-29T12:06:23.150Z
si_000004s,p_000550,p_002337,chat_message,2024-11-07T15:34:11.567Z
si_000004t,p_000550,p_002565,gift_sent,2024-11-30T13:40:43.153Z
si_000004u,p_000550,p_002696,friend_accepted,2024-12-06T22:17:13.029Z
si_000004v,p_001795,p_002177,chat_message,2024-12-28T12:53:24.595Z
si_000004w,p_001795,p_000335,gift_sent,2024-12-29T13:26:13.492Z
si_000004x,p_001282,p_002255,gift_sent,2024-12-08T18:51:14.133Z
si_000004y,p_001282,p_001059,chat_message,2024-12-09T14:37:13.971Z
si_000004z,p_001166,p_002723,chat_message,2024-04-13T10:39:14.017Z
si_0000050,p_001166,p_002313,friend_request,2024-04-22T18:17:49.302Z
si_0000051,p_001166,p_000455,chat_message,2024-04-20T17:08:46.857Z
si_0000052,p_001166,p_000404,friend_request,2024-04-22T15:12:50.624Z
si_0000053,p_001166,p_001207,gift_sent,2024-04-22T23:06:44.004Z
si_0000054,p_001166,p_002873,gift_sent,2024-04-15T03:28:49.047Z
si_0000055,p_002351,p_002598,gift_sent,2024-08-15T03:00:06.073Z
si_0000056,p_002351,p_002738,gift_sent,2024-04-11T17:47:57.136Z
si_0000057,p_002351,p_002820,gift_sent,2024-05-26T11:21:17.664Z
si_0000058,p_002351,p_000510,gift_sent,2024-10-29T23:28:03.071Z
si_0000059,p_002351,p_002346,chat_message,2024-06-15T16:40:08.336Z
si_000005a,p_002351,p_002339,friend_accepted,2024-04-01T20:51:23.900Z
si_000005b,p_002351,p_002199,gift_sent,2024-06-03T07:03:47.106Z
si_000005c,p_002351,p_000575,gift_sent,2024-02-08T16:39:55.478Z
si_000005d,p_002351,p_000791,friend_request,2024-11-08T19:37:30.469Z
si_000005e,p_002351,p_001465,chat_message,2024-08-11T17:43:17.153Z
si_000005f,p_002351,p_000694,chat_message,2024-03-01T02:21:22.557Z
si_000005g,p_002351,p_002895,gift_sent,2024-08-07T05:52:20.947Z
si_000005h,p_002351,p_002907,friend_accepted,2024-09-05T04:38:33.303Z
si_000005i,p_002351,p_002757,gift_sent,2024-11-23T10:33:38.878Z
si_000005j,p_002351,p_002284,gift_sent,2024-05-13T04:21:16.898Z
si_000005k,p_002351,p_001390,gift_sent,2024-03-14T01:06:37.300Z
si_000005l,p_002351,p_001182,friend_request,2024-11-18T00:06:41.989Z
si_000005m,p_002351,p_001338,friend_request,2024-04-03T06:52:55.648Z
si_000005n,p_002351,p_000937,friend_request,2024-12-07T02:51:36.729Z
si_000005o,p_002351,p_002346,gift_sent,2024-08-20T17:43:30.829Z
si_000005p,p_002351,p_002969,friend_request,2024-07-15T13:23:08.149Z
si_000005q,p_002351,p_002560,chat_message,2024-05-10T05:14:46.825Z
si_000005r,p_002351,p_002215,gift_sent,2024-12-21T00:38:59.200Z
si_000005s,p_002351,p_002734,gift_sent,2024-06-02T22:30:44.461Z
si_000005t,p_002351,p_002984,chat_message,2024-08-16T02:48:14.648Z
si_000005u,p_002351,p_002396,friend_accepted,2024-08-30T02:13:06.538Z
si_000005v,p_002351,p_002252,chat_message,2024-12-05T12:30:06.356Z
si_000005w,p_002351,p_002768,chat_message,2024-12-12T17:36:01.920Z
si_000005x,p_002351,p_002586,gift_sent,2024-02-11T19:51:35.108Z
si_000005y,p_002351,p_002562,gift_sent,2024-09-09T04:14:32.013Z
si_000005z,p_002351,p_000609,gift_sent,2024-04-27T18:01:57.112Z
si_0000060,p_002351,p_002249,gift_sent,2024-10-19T07:15:11.335Z
si_0000061,p_002351,p_002236,gift_sent,2024-07-31T03:08:29.429Z
si_0000062,p_002351,p_002618,gift_sent,2024-06-28T21:45:30.895Z
si_0000063,p_002351,p_002333,gift_sent,2024-10-31T07:52:41.124Z
si_0000064,p_002351,p_002455,gift_sent,2024-04-27T12:29:10.369Z
si_0000065,p_002351,p_002118,gift_sent,2024-04-21T13:25:14.636Z
si_0000066,p_002351,p_002932,gift_sent,2024-05-12T18:10:16.056Z
si_0000067,p_002351,p_002619,gift_sent,2024-02-12T05:38:41.653Z
si_0000068,p_002351,p_002224,chat_message,2024-10-04T20:29:58.781Z
si_0000069,p_002351,p_002497,gift_sent,2024-09-19T13:25:48.318Z
si_000006a,p_002351,p_002114,gift_sent,2024-08-17T12:35:59.947Z
si_000006b,p_002351,p_002977,friend_accepted,2024-08-06T21:26:45.348Z
si_000006c,p_002351,p_002209,gift_sent,2024-12-04T10:02:12.216Z
si_000006d,p_002351,p_002714,gift_sent,2024-10-13T04:26:22.244Z
si_000006e,p_002351,p_002792,friend_request,2024-10-24T01:28:32.236Z
si_000006f,p_002351,p_002541,chat_message,2024-04-09T20:55:09.187Z
si_000006g,p_002351,p_002168,chat_message,2024-09-25T13:47:02.388Z
si_000006h,p_002351,p_002241,gift_sent,2024-07-28T09:24:02.312Z
si_000006i,p_002351,p_002587,friend_request,2024-09-24T00:17:06.484Z
si_000006j,p_002351,p_001546,gift_sent,2024-10-17T16:47:39.931Z
si_000006k,p_002351,p_002679,friend_accepted,2024-04-29T10:45:24.311Z
si_000006l,p_002351,p_002376,chat_message,2024-06-15T14:08:51.435Z
si_000006m,p_002351,p_002330,gift_sent,2024-03-12T08:12:38.229Z
si_000006n,p_002351,p_002393,friend_accepted,2024-08-05T03:47:11.944Z
si_000006o,p_000485,p_002691,friend_accepted,2024-07-16T19:22:52.368Z
si_000006p,p_000485,p_002677,gift_sent,2024-06-30T01:06:52.865Z
si_000006q,p_000308,p_002163,chat_message,2024-04-13T01:41:12.159Z
si_000006r,p_000308,p_002699,gift_sent,2024-04-26T06:57:31.805Z
si_000006s,p_000308,p_002960,friend_accepted,2024-05-07T02:12:25.249Z
si_000006t,p_000308,p_001406,gift_sent,2024-05-06T05:53:25.995Z
si_000006u,p_000308,p_002838,gift_sent,2024-05-11T23:31:29.965Z
si_000006v,p_001657,p_002263,gift_sent,2024-04-16T00:22:30.586Z
si_000006w,p_001657,p_002450,friend_accepted,2024-04-16T00:47:59.710Z
si_000006x,p_001657,p_002268,chat_message,2024-04-07T05:48:49.949Z
si_000006y,p_002567,p_001095,gift_sent,2024-12-23T12:03:14.892Z
si_000006z,p_002567,p_002665,friend_accepted,2024-10-14T12:43:23.362Z
si_0000070,p_002567,p_002842,friend_request,2024-07-24T14:48:16.147Z
si_0000071,p_002567,p_002102,gift_sent,2024-07-29T22:16:30.441Z
si_0000072,p_002567,p_000304,gift_sent,2024-11-23T05:54:08.863Z
si_0000073,p_002567,p_002528,gift_sent,2024-12-23T08:11:30.449Z
si_0000074,p_002567,p_000512,gift_sent,2024-12-06T11:48:48.895Z
si_0000075,p_002567,p_002575,friend_accepted,2024-06-21T02:01:12.899Z
si_0000076,p_002567,p_002188,chat_message,2024-12-25T06:25:08.419Z
si_0000077,p_002567,p_002493,chat_message,2024-08-12T06:40:38.350Z
si_0000078,p_002567,p_002337,friend_request,2024-11-07T07:38:12.788Z
si_0000079,p_002567,p_002372,gift_sent,2024-09-07T23:24:12.209Z
si_000007a,p_002567,p_000600,gift_sent,2024-09-03T18:27:56.607Z
si_000007b,p_002567,p_002701,chat_message,2024-10-14T12:39:33.273Z
si_000007c,p_002567,p_002176,friend_accepted,2024-07-13T10:59:29.034Z
si_000007d,p_002567,p_002117,gift_sent,2024-08-17T18:18:16.396Z
si_000007e,p_002567,p_002984,chat_message,2024-10-11T03:44:10.748Z
si_000007f,p_002567,p_002597,chat_message,2024-08-14T23:08:40.024Z
si_000007g,p_002567,p_001159,chat_message,2024-09-12T08:41:42.325Z
si_000007h,p_002567,p_002913,gift_sent,2024-10-16T07:55:36.720Z
si_000007i,p_002567,p_002340,chat_message,2024-12-25T20:23:03.120Z
si_000007j,p_002567,p_002447,gift_sent,2024-12-12T10:14:03.906Z
si_000007k,p_002567,p_002219,gift_sent,2024-10-21T14:11:53.056Z
si_000007l,p_002567,p_002673,friend_request,2024-09-17T19:26:46.901Z
si_000007m,p_002567,p_002362,gift_sent,2024-07-29T08:08:59.126Z
si_000007n,p_002567,p_001783,gift_sent,2024-11-30T01:56:17.845Z
si_000007o,p_002567,p_000419,chat_message,2024-09-29T13:41:04.432Z
si_000007p,p_002567,p_002610,gift_sent,2024-12-15T10:39:25.868Z
si_000007q,p_002567,p_002556,chat_message,2024-11-13T11:23:34.788Z
si_000007r,p_002567,p_002182,gift_sent,2024-12-21T13:05:38.365Z
si_000007s,p_002567,p_002444,gift_sent,2024-09-26T04:30:44.393Z
si_000007t,p_002567,p_002828,friend_accepted,2024-12-23T01:47:39.695Z
si_000007u,p_002567,p_000676,gift_sent,2024-12-05T17:40:21.912Z
si_000007v,p_001678,p_002992,chat_message,2024-11-20T10:49:02.910Z
si_000007w,p_001469,p_002501,chat_message,2024-12-20T14:10:52.390Z
si_000007x,p_001469,p_002775,friend_accepted,2024-12-17T20:13:01.285Z
si_000007y,p_001469,p_001586,chat_message,2024-12-21T05:14:04.417Z
si_000007z,p_001469,p_002819,gift_sent,2024-12-05T19:29:53.989Z
si_0000080,p_001469,p_002353,gift_sent,2024-12-28T07:09:41.679Z
si_0000081,p_001469,p_002647,gift_sent,2024-12-23T21:22:23.431Z
si_0000082,p_001469,p_002270,gift_sent,2024-12-12T11:41:20.828Z
si_0000083,p_001469,p_001826,chat_message,2024-12-25T04:29:46.371Z
si_0000084,p_002866,p_002653,gift_sent,2024-07-15T03:55:39.588Z
si_0000085,p_002866,p_002528,friend_accepted,2024-06-06T16:13:16.846Z
si_0000086,p_002866,p_001264,friend_request,2024-07-14T13:50:30.113Z
si_0000087,p_002866,p_002266,chat_message,2024-06-30T03:44:43.911Z
si_0000088,p_002866,p_002604,gift_sent,2024-08-04T11:44:21.142Z
si_0000089,p_002866,p_002658,gift_sent,2024-09-08T15:41:57.076Z
si_000008a,p_000309,p_002850,friend_accepted,2024-07-30T20:15:50.233Z
si_000008b,p_000309,p_001348,friend_accepted,2024-08-17T14:43:59.065Z
si_000008c,p_000309,p_001755,chat_message,2024-08-29T05:56:24.595Z
si_000008d,p_000309,p_002427,chat_message,2024-07-28T14:22:32.067Z
si_000008e,p_000309,p_002195,gift_sent,2024-08-30T20:39:13.993Z
si_000008f,p_000309,p_002964,chat_message,2024-08-25T15:18:37.518Z
si_000008g,p_000309,p_000421,chat_message,2024-08-31T23:05:47.279Z
si_000008h,p_000309,p_002457,gift_sent,2024-08-19T17:33:42.280Z
si_000008i,p_001981,p_002074,gift_sent,2024-12-30T16:49:57.909Z
si_000008j,p_001981,p_001848,friend_accepted,2024-12-30T11:05:50.217Z
si_000008k,p_001981,p_000341,chat_message,2024-12-28T02:01:42.867Z
si_000008l,p_001981,p_002803,gift_sent,2024-12-30T23:00:56.096Z
si_000008m,p_001981,p_002240,gift_sent,2024-12-29T19:35:21.632Z
si_000008n,p_001981,p_001795,chat_message,2024-12-30T12:08:06.615Z
si_000008o,p_002432,p_002156,gift_sent,2024-06-26T04:49:26.156Z
si_000008p,p_002432,p_002703,friend_request,2024-08-05T00:18:43.854Z
si_000008q,p_002432,p_001160,friend_accepted,2024-08-01T14:31:15.309Z
si_000008r,p_002432,p_000913,gift_sent,2024-02-20T16:07:53.224Z
si_000008s,p_002432,p_002479,friend_accepted,2024-08-09T16:55:12.374Z
si_000008t,p_002432,p_000386,gift_sent,2024-04-24T19:04:19.867Z
si_000008u,p_002432,p_002731,gift_sent,2024-10-11T06:37:29.790Z
si_000008v,p_002432,p_002948,friend_accepted,2024-08-03T12:13:50.869Z
si_000008w,p_002432,p_001080,chat_message,2024-07-23T23:06:29.872Z
si_000008x,p_002432,p_002587,friend_request,2024-08-11T11:12:00.335Z
si_000008y,p_002432,p_002134,gift_sent,2024-10-03T04:35:17.076Z
si_000008z,p_002432,p_002692,friend_accepted,2024-10-10T09:20:49.687Z
si_0000090,p_002432,p_001747,gift_sent,2024-06-13T14:16:44.265Z
si_0000091,p_002432,p_002215,friend_accepted,2024-08-26T04:58:19.012Z
si_0000092,p_002432,p_001366,friend_request,2024-06-02T02:53:34.056Z
si_0000093,p_002432,p_002097,friend_accepted,2024-02-15T03:10:47.326Z
si_0000094,p_002432,p_001696,gift_sent,2024-04-26T05:26:40.505Z
si_0000095,p_002432,p_002139,chat_message,2024-10-01T20:27:02.926Z
si_0000096,p_002432,p_002761,gift_sent,2024-08-17T20:03:11.198Z
si_0000097,p_002432,p_002297,gift_sent,2024-09-30T01:14:40.572Z
si_0000098,p_002432,p_002811,gift_sent,2024-05-31T16:27:21.304Z
si_0000099,p_002432,p_002463,chat_message,2024-02-24T06:44:16.134Z
si_000009a,p_002432,p_001487,gift_sent,2024-10-19T11:20:20.605Z
si_000009b,p_002432,p_002299,gift_sent,2024-08-05T08:20:14.840Z
si_000009c,p_002432,p_002855,gift_sent,2024-08-14T12:04:29.642Z
si_000009d,p_002432,p_002679,gift_sent,2024-05-11T15:39:42.260Z
si_000009e,p_002432,p_000899,gift_sent,2024-09-05T17:23:08.398Z
si_000009f,p_002432,p_002128,chat_message,2024-04-07T10:01:19.008Z
si_000009g,p_002432,p_002489,friend_request,2024-09-07T22:49:23.715Z
si_000009h,p_002432,p_002797,friend_accepted,2024-04-19T21:29:56.665Z
si_000009i,p_002432,p_002298,gift_sent,2024-05-08T12:00:46.915Z
si_000009j,p_002432,p_002348,gift_sent,2024-06-06T05:51:56.656Z
si_000009k,p_002432,p_002735,gift_sent,2024-10-11T02:45:02.578Z
si_000009l,p_002432,p_002333,friend_accepted,2024-10-12T01:32:27.587Z
si_000009m,p_002432,p_002407,chat_message,2024-09-23T22:05:22.462Z
si_000009n,p_002432,p_002572,gift_sent,2024-04-13T01:56:20.728Z
si_000009o,p_002432,p_001048,gift_sent,2024-08-30T22:00:19.562Z
si_000009p,p_002432,p_002541,gift_sent,2024-05-05T14:23:47.496Z
si_000009q,p_002432,p_002924,chat_message,2024-03-06T18:46:10.892Z
si_000009r,p_002432,p_002756,chat_message,2024-04-07T22:56:34.208Z
si_000009s,p_002432,p_002436,chat_message,2024-07-16T02:44:00.734Z
si_000009t,p_002432,p_002795,gift_sent,2024-05-04T18:54:52.120Z
si_000009u,p_002432,p_001755,gift_sent,2024-10-09T17:47:11.939Z
si_000009v,p_002432,p_000441,gift_sent,2024-10-20T06:10:10.707Z
si_000009w,p_002432,p_000495,friend_accepted,2024-08-03T00:49:32.791Z
si_000009x,p_002432,p_001437,gift_sent,2024-08-27T10:21:25.218Z
