player_id,activity_date,sessions_count,total_duration_seconds,events_count,purchases_count,revenue_usd,social_interactions_count,days_since_install
p_000053,2024-06-29,1,224,1,0,0,0,2
p_000054,2024-01-28,1,115,2,0,0,0,1
p_000055,2024-12-12,1,290,3,0,0,0,2
p_000056,2024-10-29,0,0,0,0,0,1,1
p_000057,2024-11-10,2,536,6,0,0,0,1
p_000058,2024-07-12,0,0,0,0,0,1,1
p_000059,2024-05-20,0,0,0,0,0,1,0
p_000061,2024-09-22,0,0,0,0,0,1,0
p_000062,2024-03-09,0,0,0,0,0,1,0
p_000063,2024-08-10,0,0,0,0,0,1,0
p_000065,2024-09-25,0,0,0,0,0,1,0
p_000066,2024-11-09,0,0,0,0,0,1,1
p_000067,2024-06-07,0,0,0,0,0,1,0
p_000069,2024-05-03,1,248,1,0,0,1,0
p_000070,2024-02-08,1,241,2,0,0,1,0
p_000071,2024-03-28,1,108,0,0,0,0,1
p_000072,2024-08-26,1,178,1,0,0,0,1
p_000072,2024-08-27,0,0,0,0,0,1,2
p_000075,2024-06-13,0,0,0,0,0,1,1
p_000076,2024-09-09,0,0,0,0,0,1,0
p_000076,2024-09-10,1,162,3,0,0,0,1
p_000077,2024-10-21,1,120,1,0,0,0,1
p_000079,2024-11-13,0,0,0,0,0,1,0
p_000080,2024-08-18,0,0,0,0,0,1,0
p_000081,2024-06-23,2,279,3,0,0,0,0
p_000081,2024-06-25,0,0,0,0,0,1,2
p_000082,2024-02-10,0,0,0,0,0,1,0
p_000082,2024-02-11,1,161,0,0,0,0,1
p_000083,2024-05-05,0,0,0,0,0,1,0
p_000083,2024-05-06,1,188,2,0,0,0,1
p_000084,2024-10-09,1,171,2,0,0,0,1
p_000085,2024-03-23,1,275,2,0,0,0,0
p_000085,2024-03-24,0,0,0,0,0,1,1
p_000086,2024-03-04,1,205,2,0,0,1,0
p_000087,2024-10-05,0,0,0,0,0,1,0
p_000087,2024-10-06,1,233,2,0,0,0,1
p_000088,2024-11-05,1,93,1,0,0,0,0
p_000088,2024-11-07,0,0,0,0,0,1,2
p_000089,2024-11-30,0,0,0,0,0,1,2
p_000090,2024-12-15,1,188,3,0,0,0,1
p_000091,2024-12-28,1,257,1,0,0,0,1
p_000091,2024-12-29,1,274,1,0,0,0,2
p_000093,2024-06-25,0,0,0,0,0,1,0
p_000094,2024-07-22,1,299,3,0,0,0,3
p_000096,2024-07-28,1,281,3,0,0,0,0
p_000097,2024-04-22,0,0,0,0,0,1,2
p_000098,2024-05-28,1,261,1,0,0,0,0
p_000098,2024-05-29,2,411,6,0,0,0,1
p_000099,2024-07-27,0,0,0,0,0,1,0
p_000099,2024-07-28,1,131,1,0,0,0,1
p_000100,2024-04-20,0,0,0,0,0,1,0
p_000100,2024-04-23,1,163,1,0,0,0,3
p_000101,2024-07-26,1,76,3,0,0,0,0
p_000101,2024-07-27,2,360,4,0,0,0,1
p_000102,2024-05-02,1,67,2,0,0,0,3
p_000103,2024-11-24,0,0,0,0,0,1,0
p_000104,2024-05-29,1,241,1,0,0,0,1
p_000105,2024-04-17,1,88,3,0,0,1,0
p_000106,2024-12-17,0,0,0,0,0,1,1
p_000106,2024-12-18,1,235,3,0,0,0,2
p_000107,2024-06-28,0,0,0,0,0,1,0
p_000109,2024-03-27,1,62,2,0,0,0,1
p_000110,2024-04-20,0,0,0,0,0,1,0
p_000110,2024-04-21,1,272,3,0,0,0,1
p_000111,2024-09-29,0,0,0,0,0,1,0
p_000112,2024-02-27,0,0,0,0,0,1,1
p_000113,2024-03-11,0,0,0,0,0,1,0
p_000114,2024-11-04,1,130,3,0,0,1,0
p_000115,2024-07-28,1,262,3,0,0,1,0
p_000116,2024-09-01,2,458,5,0,0,0,0
p_000116,2024-09-02,0,0,0,0,0,1,1
p_000117,2024-12-31,1,130,1,0,0,1,0
p_000119,2024-11-25,0,0,0,0,0,1,1
p_000120,2024-05-25,1,72,3,0,0,1,0
p_000122,2024-02-04,1,156,1,0,0,0,0
p_000123,2024-07-07,1,61,2,0,0,0,0
p_000123,2024-07-08,0,0,0,0,0,1,1
p_000124,2024-06-01,1,236,2,0,0,0,1
p_000125,2024-06-10,0,0,0,0,0,1,0
p_000125,2024-06-11,2,226,5,0,0,0,1
p_000127,2024-02-07,1,200,2,0,0,0,0
p_000128,2024-05-11,0,0,0,0,0,1,1
p_000128,2024-05-13,1,181,1,0,0,0,3
p_000131,2024-12-08,1,179,1,0,0,0,0
p_000131,2024-12-09,0,0,0,0,0,1,1
p_000132,2024-04-11,1,149,3,0,0,0,0
p_000132,2024-04-12,1,67,3,0,0,0,1
p_000133,2024-03-11,0,0,0,0,0,1,1
p_000133,2024-03-12,1,152,2,0,0,0,2
p_000135,2024-08-13,1,207,1,0,0,0,0
p_000135,2024-08-14,1,184,2,0,0,0,1
p_000136,2024-02-22,1,169,1,0,0,0,1
p_000137,2024-10-17,1,73,1,0,0,1,0
p_000137,2024-10-18,2,444,3,0,0,0,1
p_000140,2024-12-04,0,0,0,0,0,1,0
p_000140,2024-12-06,1,145,3,0,0,0,2
p_000142,2024-12-21,0,0,0,0,0,1,0
p_000145,2024-09-29,0,0,0,0,0,1,0
p_000146,2024-11-03,0,0,0,0,0,1,0
p_000147,2024-11-02,0,0,0,0,0,1,1
p_000148,2024-10-27,0,0,0,0,0,1,0
p_000149,2024-04-17,1,165,3,0,0,0,0
p_000149,2024-04-18,2,371,6,0,0,0,1
p_000150,2024-03-31,0,0,0,0,0,1,1
p_000152,2024-11-24,1,256,2,0,0,0,0
p_000155,2024-08-06,0,0,0,0,0,1,0
p_000156,2024-07-05,1,91,3,0,0,0,0
p_000158,2024-11-09,1,75,1,0,0,0,0
p_000158,2024-11-12,1,298,1,0,0,0,3
p_000160,2024-06-12,1,223,0,0,0,0,2
p_000163,2024-12-18,2,437,5,0,0,0,0
p_000163,2024-12-19,0,0,0,0,0,1,1
p_000164,2024-01-31,1,112,1,0,0,0,3
p_000165,2024-08-11,0,0,0,0,0,1,1
p_000165,2024-08-13,1,109,1,0,0,0,3
p_000166,2024-04-13,1,185,2,0,0,1,0
p_000168,2024-08-14,1,252,0,0,0,1,1
p_000170,2024-11-29,1,91,2,0,0,1,0
p_000171,2024-08-21,0,0,0,0,0,1,0
p_000173,2024-01-25,1,140,2,0,0,1,0
p_000174,2024-11-02,0,0,0,0,0,1,0
p_000174,2024-11-03,1,152,2,0,0,0,1
p_000175,2024-09-27,1,158,3,0,0,0,1
p_000175,2024-09-28,1,193,1,0,0,0,2
p_000176,2024-05-31,0,0,0,0,0,1,0
p_000177,2024-09-14,2,369,5,0,0,0,0
p_000177,2024-09-15,0,0,0,0,0,1,1
p_000178,2024-04-08,0,0,0,0,0,1,0
p_000178,2024-04-09,1,291,2,0,0,0,1
p_000178,2024-04-10,1,260,2,0,0,0,2
p_000179,2024-11-15,0,0,0,0,0,1,0
p_000180,2024-04-07,1,264,2,0,0,0,0
p_000180,2024-04-09,0,0,0,0,0,1,2
p_000181,2024-09-08,0,0,0,0,0,1,0
p_000181,2024-09-09,1,218,2,0,0,0,1
p_000182,2024-08-10,0,0,0,0,0,1,0
p_000182,2024-08-11,1,257,3,0,0,0,1
p_000183,2024-05-10,2,410,2,0,0,0,0
p_000185,2024-03-29,0,0,0,0,0,1,0
p_000186,2024-10-01,0,0,0,0,0,1,0
p_000192,2024-03-22,2,461,3,0,0,0,2
p_000193,2024-05-21,0,0,0,0,0,1,0
p_000193,2024-05-22,1,257,3,0,0,0,1
p_000196,2024-07-25,0,0,0,0,0,1,2
p_000197,2024-09-06,1,182,2,0,0,0,3
p_000198,2024-07-25,0,0,0,0,0,1,1
p_000198,2024-07-26,1,67,3,0,0,0,2
p_000199,2024-12-25,1,297,1,0,0,0,1
p_000199,2024-12-26,1,250,1,0,0,0,2
p_000200,2024-04-03,1,222,1,0,0,1,0
p_000201,2024-09-07,0,0,0,0,0,1,0
p_000201,2024-09-08,1,293,1,0,0,0,1
p_000202,2024-11-05,0,0,0,0,0,1,0
p_000202,2024-11-06,1,105,3,0,0,0,1
p_000204,2024-05-27,1,157,1,0,0,0,1
p_000204,2024-05-28,0,0,0,0,0,1,2
p_000205,2024-04-23,0,0,0,0,0,1,0
p_000206,2024-01-30,1,158,1,0,0,0,3
p_000207,2024-12-02,1,172,3,0,0,0,1
p_000207,2024-12-03,1,282,1,0,0,0,2
p_000208,2024-10-03,0,0,0,0,0,1,0
p_000208,2024-10-04,1,241,1,0,0,0,1
p_000208,2024-10-05,1,83,2,0,0,0,2
p_000211,2024-01-02,1,62,2,0,0,0,1
p_000211,2024-01-03,1,188,1,0,0,0,2
p_000212,2024-07-29,0,0,0,0,0,1,0
p_000213,2024-06-22,1,234,2,0,0,1,0
p_000214,2024-08-19,2,271,3,0,0,0,0
p_000215,2024-01-06,1,238,1,0,0,0,1
p_000216,2024-07-08,0,0,0,0,0,1,1
p_000217,2024-09-16,1,269,2,0,0,0,1
p_000218,2024-04-27,0,0,0,0,0,1,0
p_000218,2024-04-28,1,296,1,0,0,0,1
p_000219,2024-08-22,1,292,3,0,0,0,2
p_000220,2024-12-22,1,187,2,0,0,0,3
p_000221,2024-05-07,0,0,0,0,0,1,1
p_000222,2024-07-03,1,177,2,0,0,0,2
p_000223,2024-09-02,0,0,0,0,0,1,0
p_000223,2024-09-03,1,155,2,0,0,0,1
p_000224,2024-05-25,1,233,1,0,0,0,2
p_000225,2024-02-08,1,107,3,0,0,1,2
p_000227,2024-11-05,1,104,2,0,0,1,0
p_000228,2024-11-28,0,0,0,0,0,1,0
p_000229,2024-04-04,1,108,3,0,0,0,2
p_000230,2024-06-24,0,0,0,0,0,1,1
p_000231,2024-06-01,1,143,2,0,0,0,1
p_000233,2024-09-18,0,0,0,0,0,1,1
p_000234,2024-07-04,1,198,2,0,0,0,2
p_000235,2024-08-17,2,153,5,0,0,0,0
p_000235,2024-08-18,1,285,1,0,0,0,1
p_000236,2024-05-28,0,0,0,0,0,1,1
p_000236,2024-05-29,2,486,3,0,0,0,2
p_000237,2024-06-08,1,150,3,0,0,1,0
p_000238,2024-08-09,0,0,0,0,0,1,1
p_000239,2024-01-03,1,93,1,0,0,0,0
p_000240,2024-08-27,0,0,0,0,0,1,0
p_000240,2024-08-28,1,73,1,0,0,0,1
p_000241,2024-08-03,0,0,0,0,0,1,0
p_000241,2024-08-04,2,490,4,0,0,0,1
p_000242,2024-08-07,1,106,2,0,0,0,3
p_000243,2024-02-22,1,121,2,0,0,1,0
p_000245,2024-06-02,1,66,3,0,0,0,2
p_000246,2024-09-08,1,153,2,0,0,1,0
p_000247,2024-05-21,2,431,5,0,0,1,0
p_000248,2024-03-05,1,218,2,0,0,0,0
p_000249,2024-02-21,0,0,0,0,0,1,0
p_000249,2024-02-22,1,235,2,0,0,0,1
p_000250,2024-03-08,2,320,4,0,0,0,2
p_000252,2024-01-05,1,94,3,0,0,0,1
p_000254,2024-03-15,0,0,0,0,0,1,0
p_000255,2024-07-31,0,0,0,0,0,1,0
p_000255,2024-08-01,2,500,3,0,0,0,1
p_000256,2024-05-27,0,0,0,0,0,1,2
p_000257,2024-09-20,1,187,2,0,0,0,0
p_000258,2024-02-08,0,0,0,0,0,1,1
p_000258,2024-02-09,1,204,3,0,0,0,2
p_000259,2024-02-15,1,271,2,0,0,0,1
p_000260,2024-03-28,1,288,1,0,0,1,0
p_000262,2024-03-06,1,173,3,0,0,1,0
p_000263,2024-06-23,1,172,1,0,0,1,0
p_000264,2024-02-01,0,0,0,0,0,1,0
p_000264,2024-02-02,2,349,3,0,0,0,1
p_000265,2024-05-22,1,222,1,0,0,0,1
p_000266,2024-12-18,1,179,3,0,0,0,0
p_000268,2024-02-26,1,242,2,0,0,0,1
p_000269,2024-07-07,0,0,0,0,0,1,1
p_000272,2024-05-21,1,167,2,0,0,1,1
p_000273,2024-03-02,1,159,2,0,0,0,0
p_000274,2024-11-05,2,476,3,0,0,0,1
p_000275,2024-05-29,2,428,3,0,0,0,1
p_000277,2024-06-22,3,378,9,0,0,1,0
p_000278,2024-07-07,1,101,3,0,0,0,2
p_000279,2024-07-23,1,135,2,0,0,0,0
p_000279,2024-07-24,1,112,3,0,0,0,1
p_000281,2024-06-15,0,0,0,0,0,1,0
p_000281,2024-06-16,1,162,3,0,0,0,1
p_000283,2024-10-08,0,0,0,0,0,1,0
p_000284,2024-08-03,0,0,0,0,0,1,0
p_000284,2024-08-06,1,257,2,0,0,0,3
p_000285,2024-04-06,2,357,4,0,0,0,2
p_000285,2024-04-07,1,86,3,0,0,0,3
p_000286,2024-04-30,0,0,0,0,0,1,0
p_000286,2024-05-02,1,166,1,0,0,0,2
p_000287,2024-09-05,1,271,2,0,0,0,0
p_000288,2024-11-25,1,64,1,0,0,0,0
p_000292,2024-05-04,0,0,0,0,0,1,0
p_000292,2024-05-07,1,147,1,0,0,0,3
p_000294,2024-01-02,1,240,2,0,0,0,1
p_000295,2024-10-13,1,221,2,0,0,0,1
p_000297,2024-07-08,0,0,0,0,0,1,0
p_000299,2024-07-15,0,0,0,0,0,1,2
p_000299,2024-07-16,2,312,3,0,0,0,3
p_000300,2024-06-28,1,246,4,0,0,0,6
p_000300,2024-07-01,0,0,0,0,0,1,9
p_000300,2024-07-10,1,412,2,0,0,0,18
p_000300,2024-07-19,0,0,0,0,0,1,27
p_000300,2024-07-29,1,190,5,0,0,0,37
p_000300,2024-08-05,1,551,6,0,0,0,44
p_000301,2024-05-23,1,264,2,0,0,0,11
p_000301,2024-05-27,1,400,6,0,0,0,15
p_000301,2024-06-21,1,236,4,0,0,0,40
p_000301,2024-06-26,2,821,7,0,0,0,45
p_000302,2024-10-01,1,502,4,0,0,0,7
p_000302,2024-10-05,1,531,2,0,0,0,11
p_000302,2024-10-10,0,0,0,0,0,1,16
p_000302,2024-10-15,0,0,0,0,0,1,21
p_000302,2024-10-20,0,0,0,0,0,1,26
p_000302,2024-10-21,0,0,0,0,0,1,27
p_000302,2024-10-22,2,512,8,0,0,0,28
p_000303,2024-07-17,1,546,2,0,0,0,5
p_000303,2024-07-20,2,855,7,0,0,1,8
p_000303,2024-07-25,1,518,4,0,0,0,13
p_000303,2024-07-28,1,410,5,0,0,0,16
p_000303,2024-07-30,1,310,2,0,0,0,18
p_000303,2024-08-04,1,570,5,0,0,0,23
p_000303,2024-08-11,0,0,0,0,0,1,30
p_000303,2024-08-20,0,0,0,0,0,1,39
p_000303,2024-08-21,1,483,5,0,0,0,40
p_000303,2024-09-03,0,0,0,0,0,1,53
p_000303,2024-09-13,1,301,4,0,0,1,63
p_000303,2024-09-14,0,0,0,0,0,1,64
p_000303,2024-09-26,0,0,0,0,0,1,76
p_000304,2024-10-30,1,299,4,0,0,0,2
p_000304,2024-11-03,0,0,0,0,0,1,6
p_000304,2024-11-04,0,0,0,0,0,2,7
p_000304,2024-11-07,0,0,0,0,0,1,10
p_000304,2024-11-10,0,0,0,0,0,1,13
p_000304,2024-11-15,0,0,0,0,0,1,18
p_000304,2024-11-20,1,347,5,0,0,0,23
p_000304,2024-11-21,1,459,4,0,0,0,24
p_000304,2024-11-28,1,183,6,0,0,0,31
p_000304,2024-11-29,2,1059,7,0,0,0,32
p_000305,2024-01-09,1,410,2,0,0,0,0
p_000305,2024-01-13,0,0,0,0,0,1,4
p_000305,2024-01-14,1,576,2,0,0,0,5
p_000305,2024-01-31,0,0,0,0,0,1,22
p_000306,2024-04-12,1,346,2,0,0,0,4
p_000306,2024-04-15,1,305,4,0,0,0,7
p_000306,2024-04-29,1,343,2,0,0,0,21
p_000306,2024-05-05,1,407,2,0,0,0,27
p_000306,2024-05-08,0,0,0,0,0,1,30
p_000306,2024-05-09,1,256,6,0,0,0,31
p_000306,2024-05-11,1,181,3,0,0,0,33
p_000306,2024-05-15,1,206,6,0,0,0,37
p_000306,2024-05-16,1,329,4,0,0,0,38
p_000306,2024-05-17,0,0,0,0,0,1,39
p_000306,2024-05-27,0,0,0,0,0,1,49
p_000306,2024-05-31,2,770,4,0,0,0,53
p_000306,2024-06-01,0,0,0,0,0,1,54
p_000306,2024-06-03,0,0,0,0,0,1,56
p_000306,2024-06-04,0,0,0,0,0,1,57
p_000307,2024-07-07,1,288,3,0,0,0,1
p_000307,2024-07-13,0,0,0,0,0,1,7
p_000307,2024-07-14,1,595,2,0,0,0,8
p_000307,2024-07-22,0,0,0,0,0,1,16
p_000307,2024-07-27,1,396,5,0,0,0,21
p_000307,2024-07-29,0,0,0,0,0,1,23
p_000307,2024-07-30,2,1075,5,0,0,0,24
p_000307,2024-08-04,0,0,0,0,0,1,29
p_000307,2024-08-05,0,0,0,0,0,1,30
p_000307,2024-08-06,1,403,4,0,0,0,31
p_000307,2024-08-12,0,0,0,0,0,1,37
p_000307,2024-08-16,1,258,6,0,0,0,41
p_000307,2024-08-21,0,0,0,0,0,1,46
p_000307,2024-08-22,1,521,3,0,0,0,47
p_000307,2024-08-29,0,0,0,0,0,1,54
p_000308,2024-04-13,0,0,0,0,0,1,2
p_000308,2024-04-26,0,0,0,0,0,1,15
p_000308,2024-04-28,1,429,2,0,0,0,17
p_000308,2024-05-03,1,558,4,0,0,0,22
p_000308,2024-05-06,0,0,0,0,0,1,25
p_000308,2024-05-07,0,0,0,0,0,1,26
p_000308,2024-05-11,0,0,0,0,0,1,30
p_000309,2024-07-28,0,0,0,0,0,1,1
p_000309,2024-07-30,0,0,0,0,0,1,3
p_000309,2024-08-03,1,585,2,0,0,0,7
p_000309,2024-08-08,1,264,5,0,0,0,12
p_000309,2024-08-14,1,352,2,0,0,0,18
p_000309,2024-08-17,0,0,0,0,0,1,21
p_000309,2024-08-18,1,303,4,0,0,0,22
p_000309,2024-08-19,0,0,0,0,0,1,23
p_000309,2024-08-25,0,0,0,0,0,1,29
p_000309,2024-08-29,0,0,0,0,0,1,33
p_000309,2024-08-30,0,0,0,0,0,1,34
p_000309,2024-08-31,0,0,0,0,0,1,35
p_000310,2024-02-04,1,382,2,0,0,0,0
p_000310,2024-02-09,2,1016,4,0,0,0,5
p_000310,2024-02-26,0,0,0,0,0,1,22
p_000310,2024-03-01,1,517,2,0,0,0,26
p_000310,2024-03-08,1,356,2,0,0,1,33
p_000310,2024-03-11,1,520,2,0,0,0,36
p_000310,2024-03-20,1,189,5,0,0,0,45
p_000310,2024-03-21,1,212,2,0,0,0,46
p_000310,2024-03-30,0,0,0,0,0,1,55
p_000310,2024-04-01,0,0,0,0,0,1,57
p_000310,2024-04-09,0,0,0,0,0,1,65
p_000310,2024-04-15,0,0,0,0,0,1,71
p_000311,2024-10-07,1,380,3,0,0,0,2
p_000311,2024-10-12,0,0,0,0,0,1,7
p_000311,2024-10-27,0,0,0,0,0,1,22
p_000311,2024-10-29,1,408,4,0,0,2,24
p_000311,2024-10-31,0,0,0,0,0,1,26
p_000311,2024-11-03,0,0,0,0,0,2,29
p_000311,2024-11-04,2,731,11,0,0,0,30
p_000312,2024-05-31,1,485,2,0,0,0,2
p_000312,2024-06-04,1,517,5,0,0,0,6
p_000312,2024-06-05,0,0,0,0,0,1,7
p_000312,2024-06-11,1,189,5,0,0,0,13
p_000312,2024-06-17,1,439,6,0,0,0,19
p_000313,2024-04-27,0,0,0,0,0,1,1
p_000313,2024-04-30,2,638,8,0,0,0,4
p_000313,2024-05-01,1,406,6,0,0,0,5
p_000313,2024-05-04,1,235,5,0,0,0,8
p_000313,2024-05-05,0,0,0,0,0,1,9
p_000313,2024-05-06,1,310,4,0,0,0,10
p_000313,2024-05-17,1,303,5,0,0,0,21
p_000313,2024-05-31,1,392,3,0,0,0,35
p_000313,2024-06-02,0,0,0,0,0,1,37
p_000313,2024-06-04,1,516,2,0,0,0,39
p_000313,2024-06-08,0,0,0,0,0,1,43
p_000313,2024-06-10,2,527,9,0,0,0,45
p_000313,2024-06-21,1,366,6,0,0,0,56
p_000313,2024-07-02,0,0,0,0,0,1,67
p_000314,2024-07-22,0,0,0,0,0,1,7
p_000314,2024-07-23,1,485,2,0,0,0,8
p_000314,2024-08-17,1,457,4,0,0,0,33
p_000314,2024-09-01,1,336,4,0,0,0,48
p_000315,2024-08-12,0,0,0,0,0,1,3
p_000315,2024-08-14,0,0,0,0,0,1,5
p_000315,2024-08-25,0,0,0,0,0,1,16
p_000315,2024-08-31,1,332,6,0,0,0,22
p_000315,2024-09-09,0,0,0,0,0,1,31
p_000315,2024-09-15,1,589,5,0,0,0,37
p_000315,2024-09-21,0,0,0,0,0,1,43
p_000316,2024-04-12,1,461,4,0,0,0,2
p_000316,2024-04-17,0,0,0,0,0,2,7
p_000316,2024-04-23,0,0,0,0,0,1,13
p_000316,2024-04-27,1,379,6,0,0,1,17
p_000317,2024-09-26,1,424,3,0,0,0,0
p_000317,2024-10-12,0,0,0,0,0,1,16
p_000317,2024-10-16,0,0,0,0,0,1,20
p_000318,2024-10-23,0,0,0,0,0,1,14
p_000318,2024-11-07,2,604,8,0,0,0,29
p_000318,2024-11-08,0,0,0,0,0,1,30
p_000318,2024-11-11,0,0,0,0,0,1,33
p_000318,2024-11-14,1,446,5,0,0,0,36
p_000318,2024-11-19,1,375,5,0,0,0,41
p_000318,2024-11-22,0,0,0,0,0,1,44
p_000318,2024-11-27,1,461,3,0,0,0,49
p_000318,2024-12-07,0,0,0,0,0,1,59
p_000318,2024-12-08,0,0,0,0,0,1,60
p_000318,2024-12-09,1,250,5,0,0,0,61
p_000318,2024-12-10,1,207,4,0,0,0,62
p_000318,2024-12-12,0,0,0,0,0,1,64
p_000319,2024-11-13,1,457,4,0,0,0,9
p_000319,2024-11-21,1,321,4,0,0,0,17
p_000320,2024-10-13,1,375,5,0,0,0,14
p_000320,2024-10-17,1,206,3,0,0,0,18
p_000320,2024-10-23,1,350,6,0,0,0,24
p_000320,2024-11-01,1,360,2,0,0,0,33
p_000320,2024-11-04,1,336,4,0,0,0,36
p_000321,2024-12-08,0,0,0,0,0,1,0
p_000321,2024-12-09,0,0,0,0,0,1,1
p_000321,2024-12-13,0,0,0,0,0,1,5
p_000321,2024-12-22,0,0,0,0,0,1,14
p_000321,2024-12-29,0,0,0,0,0,1,21
p_000322,2024-09-24,1,493,3,0,0,0,7
p_000322,2024-09-25,0,0,0,0,0,1,8
p_000322,2024-09-29,1,522,6,0,0,0,12
p_000322,2024-10-03,1,305,5,0,0,0,16
p_000323,2024-04-17,1,545,4,0,0,0,0
p_000323,2024-04-18,1,424,3,0,0,0,1
p_000323,2024-05-02,1,444,4,0,0,0,15
p_000323,2024-05-07,1,472,1,0,0,0,20
p_000323,2024-05-27,0,0,0,0,0,1,40
p_000323,2024-06-04,0,0,0,0,0,1,48
p_000324,2024-07-02,1,573,4,0,0,0,0
p_000324,2024-07-04,1,519,4,0,0,0,2
p_000324,2024-07-06,2,627,8,0,0,0,4
p_000324,2024-07-24,2,915,8,0,0,0,22
p_000324,2024-08-03,1,406,6,0,0,0,32
p_000324,2024-08-05,2,927,5,0,0,0,34
p_000324,2024-08-10,2,546,7,0,0,0,39
p_000324,2024-08-20,0,0,0,0,0,1,49
p_000324,2024-08-21,0,0,0,0,0,1,50
p_000324,2024-08-28,1,241,2,0,0,0,57
p_000324,2024-08-30,1,449,5,0,0,0,59
p_000324,2024-09-13,1,549,2,0,0,0,73
p_000325,2024-09-27,1,585,4,0,0,0,1
p_000325,2024-09-30,1,494,6,0,0,0,4
p_000325,2024-10-13,1,312,5,0,0,0,17
p_000325,2024-10-16,1,196,3,0,0,0,20
p_000325,2024-10-22,1,484,2,0,0,0,26
p_000325,2024-10-28,0,0,0,0,0,1,32
p_000325,2024-11-02,1,205,6,0,0,0,37
p_000325,2024-11-03,0,0,0,0,0,1,38
p_000325,2024-11-13,1,552,4,0,0,0,48
p_000325,2024-11-16,1,368,2,0,0,0,51
p_000325,2024-11-21,1,405,2,0,0,0,56
p_000325,2024-11-25,0,0,0,0,0,1,60
p_000325,2024-12-05,0,0,0,0,0,2,70
p_000325,2024-12-10,0,0,0,0,0,1,75
p_000326,2024-08-19,1,326,3,0,0,0,0
p_000326,2024-08-21,0,0,0,0,0,1,2
p_000326,2024-08-22,1,487,5,0,0,0,3
p_000326,2024-08-28,1,336,6,0,0,0,9
p_000326,2024-09-02,0,0,0,0,0,1,14
p_000326,2024-09-03,0,0,0,0,0,1,15
p_000326,2024-09-11,0,0,0,0,0,1,23
p_000326,2024-09-15,1,253,3,0,0,0,27
p_000327,2024-08-28,1,521,2,0,0,0,34
p_000327,2024-08-29,1,496,4,0,0,0,35
p_000327,2024-08-30,0,0,0,0,0,1,36
p_000327,2024-09-03,0,0,0,0,0,1,40
p_000327,2024-09-10,1,560,5,0,0,0,47
p_000327,2024-09-14,2,843,5,0,0,0,51
p_000327,2024-09-16,1,333,4,0,0,0,53
p_000327,2024-09-20,1,506,6,0,0,0,57
p_000327,2024-09-22,0,0,0,0,0,1,59
p_000327,2024-09-24,0,0,0,0,0,1,61
p_000327,2024-10-09,0,0,0,0,0,1,76
p_000328,2024-03-25,1,404,6,0,0,0,3
p_000328,2024-03-27,0,0,0,0,0,1,5
