player_id,archetype,country_code,platform,device_tier,acquisition_channel,is_payer,is_churned,lifetime_days,install_date,last_active_date,total_sessions,avg_session_min,purchases,revenue_usd,social_interactions,recency_days,payer_segment
p_002733,whale_payer,DE,android,low,organic,1,0,317,2024-02-18,2024-12-31,220,25.7,66,628.34,23,0,high_value
p_002712,whale_payer,US,ios,mid,tiktok,1,0,172,2024-07-12,2024-12-31,121,25.3,62,622.38,34,0,high_value
p_002809,whale_payer,PL,android,low,organic,1,0,196,2024-06-18,2024-12-31,132,25.6,58,619.42,33,0,high_value
p_002822,whale_payer,BR,android,low,google,1,0,332,2024-02-03,2024-12-31,220,24.7,58,617.42,43,0,high_value
p_002800,whale_payer,BR,ios,high,organic,1,1,242,2024-01-26,2024-09-24,184,25.6,56,615.44,28,98,high_value
p_002842,whale_payer,RU,ios,high,organic,1,0,235,2024-05-10,2024-12-31,173,24.9,55,614.45,42,0,high_value
p_002734,whale_payer,US,ios,mid,google,1,1,234,2024-02-14,2024-10-05,168,25.1,49,612.51,43,87,high_value
p_002764,whale_payer,PL,android,high,facebook,1,0,240,2024-05-05,2024-12-31,172,25.5,53,612.47,57,0,high_value
p_002716,whale_payer,ES,ios,high,organic,1,1,201,2024-06-06,2024-12-24,130,24.7,60,612.4,31,7,high_value
p_002832,whale_payer,US,ios,mid,tiktok,1,1,223,2024-02-09,2024-09-19,171,24.2,62,611.38,28,103,high_value
p_002758,whale_payer,KR,android,mid,google,1,0,242,2024-05-03,2024-12-31,174,24.9,63,609.37,32,0,high_value
p_002767,whale_payer,TR,android,mid,organic,1,0,235,2024-05-10,2024-12-31,168,25.1,61,608.39,56,0,high_value
p_002796,whale_payer,US,ios,mid,applovin,1,1,247,2024-02-21,2024-10-25,178,26.2,53,594.47,36,67,high_value
p_002810,whale_payer,JP,ios,high,facebook,1,0,232,2024-05-13,2024-12-31,183,24.1,64,589.36,20,0,high_value
p_002849,whale_payer,US,android,mid,organic,1,0,305,2024-03-01,2024-12-31,218,23.8,69,589.31,37,0,high_value
p_002724,whale_payer,FR,android,mid,organic,1,1,203,2024-04-03,2024-10-23,151,24.6,56,588.44,31,69,high_value
p_002789,whale_payer,TH,android,mid,other,1,0,260,2024-04-15,2024-12-31,187,25.5,61,579.39,21,0,high_value
p_002812,whale_payer,AU,android,mid,organic,1,1,279,2024-02-16,2024-11-21,210,24.9,54,573.46,31,40,high_value
p_002744,whale_payer,JP,android,mid,tiktok,1,0,233,2024-05-12,2024-12-31,193,24.4,58,565.42,54,0,high_value
p_002828,whale_payer,JP,ios,low,google,1,0,193,2024-06-21,2024-12-31,115,25.4,55,557.45,33,0,high_value
p_002747,whale_payer,RU,android,mid,organic,1,1,256,2024-02-18,2024-10-31,195,24.2,53,553.47,26,61,high_value
p_002824,whale_payer,DE,ios,low,organic,1,0,264,2024-04-11,2024-12-31,183,24.9,54,553.46,39,0,high_value
p_002707,whale_payer,GB,ios,mid,facebook,1,0,280,2024-03-26,2024-12-31,198,25.7,47,550.53,50,0,high_value
p_002784,whale_payer,IT,android,low,google,1,0,224,2024-05-21,2024-12-31,168,25.2,53,549.47,18,0,high_value
p_002714,whale_payer,US,android,mid,organic,1,0,173,2024-07-11,2024-12-31,103,25.9,47,542.53,37,0,high_value
p_002843,whale_payer,NL,ios,high,organic,1,0,168,2024-07-16,2024-12-31,101,26.7,51,541.49,53,0,high_value
p_002833,whale_payer,TR,android,low,facebook,1,1,203,2024-02-09,2024-08-30,143,25.0,55,541.45,35,123,high_value
p_002768,whale_payer,US,android,mid,tiktok,1,0,254,2024-04-21,2024-12-31,202,24.8,46,540.54,21,0,high_value
p_002701,whale_payer,US,ios,mid,other,1,1,220,2024-04-04,2024-11-10,152,23.8,48,535.52,55,51,high_value
p_002838,whale_payer,US,ios,low,applovin,1,0,237,2024-05-08,2024-12-31,206,24.4,52,526.48,50,0,high_value
p_002793,whale_payer,US,android,high,tiktok,1,1,298,2024-02-09,2024-12-03,241,24.6,55,525.45,36,28,high_value
p_002823,whale_payer,JP,ios,high,organic,1,1,204,2024-03-15,2024-10-05,138,25.1,57,525.43,23,87,high_value
p_002728,whale_payer,US,android,low,tiktok,1,0,176,2024-07-08,2024-12-31,124,24.7,64,525.36,44,0,high_value
p_002844,whale_payer,DE,android,mid,organic,1,1,217,2024-01-13,2024-08-17,145,25.0,51,523.49,19,136,high_value
p_002759,whale_payer,AU,android,low,unity_ads,1,1,239,2024-03-14,2024-11-08,172,25.5,49,522.51,40,53,high_value
p_002730,whale_payer,KR,ios,high,facebook,1,1,261,2024-03-20,2024-12-06,178,24.6,52,511.48,45,25,high_value
p_002752,whale_payer,US,android,mid,tiktok,1,1,224,2024-05-15,2024-12-25,144,26.0,47,503.53,30,6,high_value
p_002807,whale_payer,MX,android,high,google,1,0,176,2024-07-08,2024-12-31,122,24.7,56,502.44,22,0,high_value
p_002794,whale_payer,ES,android,mid,google,1,0,226,2024-05-19,2024-12-31,164,26.0,64,497.36,56,0,high_value
p_002815,whale_payer,BR,ios,mid,organic,1,1,265,2024-03-17,2024-12-07,177,25.1,52,495.48,49,24,high_value
p_002808,whale_payer,DE,android,low,facebook,1,0,170,2024-07-14,2024-12-31,124,24.6,54,485.46,22,0,high_value
p_002713,whale_payer,IN,android,high,organic,1,1,251,2024-02-19,2024-10-27,195,24.5,37,482.63,23,65,high_value
p_002791,whale_payer,TR,ios,high,google,1,0,301,2024-03-05,2024-12-31,219,25.6,48,466.52,43,0,high_value
p_002781,whale_payer,IN,ios,high,facebook,1,0,227,2024-05-18,2024-12-31,168,24.5,41,462.59,22,0,high_value
p_002753,whale_payer,US,android,low,facebook,1,1,246,2024-02-18,2024-10-21,184,24.7,45,461.55,35,71,high_value
p_002790,whale_payer,IT,android,low,facebook,1,1,217,2024-04-16,2024-11-19,155,24.9,43,457.57,57,42,high_value
p_002710,whale_payer,KR,ios,mid,facebook,1,1,215,2024-01-18,2024-08-20,170,23.6,41,450.59,25,133,high_value
p_002704,whale_payer,DE,android,mid,google,1,0,166,2024-07-18,2024-12-31,120,25.8,56,449.44,49,0,high_value
p_002831,whale_payer,DE,android,mid,google,1,1,302,2024-02-25,2024-12-23,237,24.9,38,440.62,43,8,high_value
p_002779,whale_payer,DE,android,mid,organic,1,0,205,2024-06-09,2024-12-31,146,25.2,40,438.6,44,0,high_value
p_002727,whale_payer,RU,android,mid,tiktok,1,0,209,2024-06-05,2024-12-31,140,24.6,38,437.62,58,0,high_value
p_002709,whale_payer,GB,android,low,unity_ads,1,0,223,2024-05-22,2024-12-31,154,26.3,43,430.57,23,0,high_value
p_002817,whale_payer,IN,android,high,tiktok,1,1,356,2024-01-03,2024-12-24,265,24.9,50,425.5,24,7,high_value
p_002774,whale_payer,US,ios,high,organic,1,0,189,2024-06-25,2024-12-31,148,25.5,40,420.6,21,0,high_value
p_002766,whale_payer,FR,android,low,facebook,1,1,282,2024-03-09,2024-12-16,192,25.2,35,418.65,21,15,high_value
p_002731,whale_payer,US,ios,low,facebook,1,1,223,2024-03-18,2024-10-27,165,25.6,38,411.62,58,65,high_value
p_002708,whale_payer,DE,android,low,organic,1,1,238,2024-03-03,2024-10-27,177,25.4,39,409.61,49,65,high_value
p_002846,whale_payer,DE,ios,high,organic,1,0,239,2024-05-06,2024-12-31,164,24.6,44,407.56,39,0,high_value
p_002839,whale_payer,US,ios,mid,organic,1,1,202,2024-02-22,2024-09-11,124,23.9,41,401.59,29,111,high_value
p_002803,whale_payer,BR,ios,mid,google,1,0,329,2024-02-06,2024-12-31,269,24.5,46,401.54,24,0,high_value
p_002802,whale_payer,JP,android,high,tiktok,1,0,329,2024-02-06,2024-12-31,218,24.6,41,400.59,47,0,high_value
p_002834,whale_payer,JP,android,mid,organic,1,0,184,2024-06-30,2024-12-31,126,25.9,41,399.59,33,0,high_value
p_002845,whale_payer,CA,android,low,facebook,1,1,230,2024-04-11,2024-11-27,159,26.1,40,398.6,54,34,high_value
p_002718,whale_payer,US,android,low,facebook,1,0,208,2024-06-06,2024-12-31,131,23.4,37,391.63,19,0,high_value
p_002743,whale_payer,ES,android,high,organic,1,0,180,2024-07-04,2024-12-31,128,26.2,39,390.61,37,0,high_value
p_002736,whale_payer,TR,ios,mid,facebook,1,0,285,2024-03-21,2024-12-31,201,25.1,47,387.53,34,0,high_value
p_002751,whale_payer,GB,android,low,organic,1,1,248,2024-03-28,2024-12-01,185,24.4,34,386.66,42,30,high_value
p_002835,whale_payer,US,ios,mid,organic,1,1,219,2024-04-02,2024-11-07,151,24.6,33,381.67,35,54,high_value
p_002783,whale_payer,DE,android,high,google,1,1,279,2024-02-14,2024-11-19,206,24.5,36,379.64,38,42,high_value
p_002799,whale_payer,KR,android,mid,facebook,1,1,242,2024-01-07,2024-09-05,177,25.0,45,373.55,56,117,high_value
p_002804,whale_payer,IN,ios,high,organic,1,0,173,2024-07-11,2024-12-31,132,23.7,37,372.63,49,0,high_value
p_002735,whale_payer,JP,ios,mid,other,1,0,185,2024-06-29,2024-12-31,132,24.7,34,354.66,36,0,high_value
p_002805,whale_payer,PL,ios,high,google,1,1,279,2024-03-15,2024-12-19,196,24.4,34,347.66,37,12,high_value
p_002745,whale_payer,MX,android,low,tiktok,1,0,273,2024-04-02,2024-12-31,201,24.8,32,345.68,47,0,high_value
p_002773,whale_payer,US,android,mid,tiktok,1,1,205,2024-05-08,2024-11-29,157,23.8,30,343.7,49,32,high_value
p_002737,whale_payer,CA,android,high,applovin,1,0,193,2024-06-21,2024-12-31,141,25.2,37,327.63,19,0,high_value
p_002788,whale_payer,KR,ios,mid,organic,1,0,227,2024-05-18,2024-12-31,171,25.7,32,324.68,56,0,high_value
p_002818,whale_payer,IN,ios,mid,organic,1,0,194,2024-06-20,2024-12-31,181,24.9,39,320.61,60,0,high_value
p_002785,whale_payer,US,android,mid,organic,1,1,276,2024-02-10,2024-11-12,192,25.1,35,315.65,21,49,high_value
p_002826,whale_payer,GB,android,low,organic,1,1,259,2024-03-18,2024-12-02,167,24.2,34,310.66,28,29,high_value
p_002754,whale_payer,ES,android,mid,facebook,1,0,281,2024-03-25,2024-12-31,191,25.6,30,307.7,28,0,high_value
p_002825,whale_payer,MX,android,low,facebook,1,0,307,2024-02-28,2024-12-31,196,24.4,32,305.68,27,0,high_value
p_002729,whale_payer,US,android,low,organic,1,0,208,2024-06-06,2024-12-31,163,25.2,35,298.65,23,0,high_value
p_002778,whale_payer,SE,ios,low,organic,1,0,250,2024-04-25,2024-12-31,180,25.6,33,282.67,29,0,high_value
p_002976,minnow_payer,PH,android,low,organic,1,1,131,2024-03-25,2024-08-03,11,10.0,25,133.75,7,150,high_value
p_002929,minnow_payer,JP,android,low,organic,1,1,71,2024-05-18,2024-07-28,5,12.1,24,120.76,15,156,high_value
p_002947,minnow_payer,DE,ios,high,organic,1,0,89,2024-10-03,2024-12-31,10,11.7,24,119.76,11,0,high_value
p_002959,minnow_payer,MX,android,low,tiktok,1,0,203,2024-06-11,2024-12-31,26,9.4,24,110.76,13,0,high_value
p_002894,minnow_payer,RU,ios,high,organic,1,1,171,2024-04-29,2024-10-17,22,9.9,21,104.79,9,75,high_value
p_002944,minnow_payer,RU,ios,mid,organic,1,1,88,2024-03-15,2024-06-11,14,10.0,24,102.76,10,203,high_value
p_002924,minnow_payer,PH,android,low,organic,1,1,135,2024-01-31,2024-06-14,35,8.9,25,100.75,10,200,high_value
p_002977,minnow_payer,MX,ios,mid,tiktok,1,1,101,2024-06-21,2024-09-30,17,10.5,25,93.75,4,92,high_value
p_002997,minnow_payer,CA,ios,mid,facebook,1,1,97,2024-03-22,2024-06-27,14,9.1,25,92.75,6,187,high_value
p_002899,minnow_payer,US,ios,low,google,1,1,173,2024-01-02,2024-06-23,25,9.2,25,91.75,7,191,high_value
p_002955,minnow_payer,FR,android,mid,organic,1,1,134,2024-08-10,2024-12-22,16,8.3,21,88.79,11,9,high_value
p_002884,minnow_payer,IN,ios,high,facebook,1,1,109,2024-03-07,2024-06-24,15,9.8,24,87.76,12,190,high_value
p_002917,minnow_payer,RU,android,mid,organic,1,1,105,2024-05-14,2024-08-27,15,10.0,24,86.76,6,126,high_value
p_002897,minnow_payer,IT,android,mid,organic,1,1,143,2024-01-17,2024-06-08,35,9.3,24,85.76,4,206,high_value
p_002934,minnow_payer,US,android,low,facebook,1,0,161,2024-07-23,2024-12-31,22,9.9,22,84.78,3,0,high_value
p_002968,minnow_payer,GB,android,mid,facebook,1,1,121,2024-05-08,2024-09-06,7,9.0,16,82.84,10,116,high_value
p_002889,minnow_payer,IN,android,mid,facebook,1,1,162,2024-06-29,2024-12-08,16,8.1,16,78.84,5,23,high_value
p_002891,minnow_payer,AR,android,high,facebook,1,1,87,2024-03-21,2024-06-16,13,8.5,18,77.82,12,198,high_value
p_002928,minnow_payer,US,android,mid,applovin,1,1,238,2024-02-19,2024-10-14,30,9.6,21,77.79,12,78,high_value
p_002914,minnow_payer,GB,android,high,organic,1,1,235,2024-01-29,2024-09-20,51,9.2,21,76.79,11,102,high_value
p_002864,minnow_payer,IN,android,mid,organic,1,0,124,2024-08-29,2024-12-31,22,8.5,25,75.75,12,0,high_value
p_002886,minnow_payer,BR,android,low,google,1,1,181,2024-02-16,2024-08-15,22,10.0,13,74.87,13,138,high_value
p_002973,minnow_payer,BR,ios,mid,tiktok,1,1,123,2024-04-10,2024-08-11,13,9.0,21,73.79,13,142,high_value
p_002907,minnow_payer,ES,android,high,google,1,1,88,2024-06-11,2024-09-07,14,10.6,21,70.79,15,115,high_value
p_002992,minnow_payer,AU,ios,low,applovin,1,1,237,2024-04-22,2024-12-15,26,9.0,13,69.87,11,16,high_value
p_002873,minnow_payer,IT,android,mid,tiktok,1,1,153,2024-04-09,2024-09-09,29,9.8,17,69.83,15,113,high_value
p_002861,minnow_payer,US,android,low,facebook,1,1,80,2024-06-14,2024-09-02,15,8.8,16,68.84,9,120,high_value
p_002859,minnow_payer,BR,android,low,tiktok,1,1,133,2024-03-10,2024-07-21,16,8.9,20,67.8,10,163,high_value
p_002969,minnow_payer,US,ios,mid,google,1,1,211,2024-03-04,2024-10-01,28,9.1,22,66.78,14,91,high_value
p_002979,minnow_payer,PL,ios,high,facebook,1,1,136,2024-07-12,2024-11-25,24,9.4,16,65.84,6,36,high_value
p_002900,minnow_payer,US,ios,high,google,1,1,91,2024-09-30,2024-12-30,17,9.6,17,65.83,10,1,high_value
p_002912,minnow_payer,JP,ios,mid,organic,1,1,63,2024-08-31,2024-11-02,10,9.6,17,65.83,10,59,high_value
p_002877,minnow_payer,AU,android,mid,facebook,1,1,113,2024-03-17,2024-07-08,13,9.8,19,64.81,11,176,high_value
p_002996,minnow_payer,US,android,mid,facebook,1,0,116,2024-09-06,2024-12-31,20,9.1,12,63.88,4,0,high_value
p_002941,minnow_payer,DE,android,high,applovin,1,1,116,2024-06-07,2024-10-01,25,9.7,20,63.8,3,91,high_value
p_002890,minnow_payer,US,ios,high,organic,1,1,61,2024-06-27,2024-08-27,12,10.7,18,62.82,12,126,high_value
p_002936,minnow_payer,CA,ios,mid,applovin,1,1,73,2024-08-23,2024-11-04,10,8.9,18,62.82,5,57,high_value
p_002927,minnow_payer,ID,android,high,other,1,1,87,2024-03-06,2024-06-01,13,10.2,20,62.8,3,213,high_value
p_002943,minnow_payer,BR,ios,mid,other,1,0,137,2024-08-16,2024-12-31,26,10.1,21,62.79,3,0,high_value
p_002872,minnow_payer,GB,ios,low,organic,1,1,153,2024-05-03,2024-10-03,28,9.4,23,62.77,12,89,high_value
p_002984,minnow_payer,RU,ios,high,organic,1,1,201,2024-05-01,2024-11-18,34,9.5,16,61.84,9,43,high_value
p_002957,minnow_payer,PL,android,mid,facebook,1,1,130,2024-02-10,2024-06-19,27,10.2,13,60.87,13,195,high_value
p_002915,minnow_payer,US,ios,high,tiktok,1,0,127,2024-08-26,2024-12-31,16,8.9,24,60.76,4,0,high_value
p_002925,minnow_payer,GB,ios,mid,google,1,0,134,2024-08-19,2024-12-31,20,10.5,11,59.89,5,0,high_value
p_002875,minnow_payer,AU,android,mid,tiktok,1,1,80,2024-07-13,2024-10-01,14,9.5,13,58.87,4,91,high_value
p_002988,minnow_payer,ID,android,low,other,1,1,67,2024-01-29,2024-04-05,14,9.5,12,56.88,8,270,high_value
p_002983,minnow_payer,KR,ios,high,google,1,1,151,2024-05-13,2024-10-11,26,9.1,25,55.75,11,81,high_value
p_002949,minnow_payer,PL,ios,high,google,1,1,100,2024-09-15,2024-12-24,13,9.5,20,54.8,10,7,high_value
p_002149,engaged,IN,android,low,other,1,1,191,2024-03-03,2024-09-10,59,17.8,10,53.9,21,112,high_value
p_002920,minnow_payer,GB,ios,high,organic,1,1,177,2024-05-31,2024-11-24,22,10.8,14,53.86,8,37,high_value
p_002850,minnow_payer,BR,android,low,applovin,1,0,156,2024-07-28,2024-12-31,21,9.8,13,52.87,5,0,high_value
p_002987,minnow_payer,KR,ios,mid,applovin,1,0,108,2024-09-14,2024-12-31,13,7.7,10,51.9,14,0,high_value
p_002854,minnow_payer,TH,ios,mid,facebook,1,0,191,2024-06-23,2024-12-31,24,10.5,8,50.92,11,0,high_value
p_002942,minnow_payer,GB,ios,low,facebook,1,1,235,2024-04-12,2024-12-03,38,9.2,10,50.9,3,28,high_value
p_002956,minnow_payer,FR,ios,low,other,1,0,195,2024-06-19,2024-12-31,22,9.3,14,50.86,7,0,high_value
p_002867,minnow_payer,GB,android,low,organic,1,1,177,2024-04-11,2024-10-05,30,9.7,19,50.81,11,87,high_value
p_002853,minnow_payer,US,android,mid,organic,1,1,247,2024-03-30,2024-12-02,34,10.5,12,49.88,4,29,mid_value
p_002922,minnow_payer,US,android,low,applovin,1,1,161,2024-03-09,2024-08-17,33,9.4,19,49.81,8,136,mid_value
p_002970,minnow_payer,US,ios,high,unity_ads,1,1,72,2024-02-26,2024-05-08,12,8.4,13,48.87,6,237,mid_value
p_002910,minnow_payer,US,android,mid,facebook,1,0,151,2024-08-02,2024-12-31,19,8.6,13,47.87,7,0,mid_value
p_002966,minnow_payer,TR,android,low,organic,1,1,173,2024-06-16,2024-12-06,29,9.5,19,47.81,11,25,mid_value
p_002985,minnow_payer,AR,android,mid,organic,1,0,203,2024-06-11,2024-12-31,31,9.9,23,47.77,12,0,mid_value
p_002583,engaged,US,android,mid,organic,1,1,157,2024-06-07,2024-11-11,48,17.1,9,46.91,28,50,mid_value
p_002863,minnow_payer,US,ios,high,tiktok,1,1,114,2024-07-12,2024-11-03,16,9.9,13,46.87,8,58,mid_value
p_002967,minnow_payer,FR,ios,mid,applovin,1,1,70,2024-04-24,2024-07-03,12,10.0,9,45.91,11,181,mid_value
p_002991,minnow_payer,US,android,high,organic,1,1,236,2024-01-01,2024-08-24,46,10.1,11,45.89,11,129,mid_value
p_002937,minnow_payer,GB,ios,high,organic,1,1,167,2024-04-17,2024-10-01,22,9.6,14,44.86,13,91,mid_value
p_002963,minnow_payer,US,android,low,tiktok,1,0,145,2024-08-08,2024-12-31,22,9.6,23,44.77,8,0,mid_value
p_002909,minnow_payer,MX,android,low,organic,1,0,105,2024-09-17,2024-12-31,15,11.1,13,43.87,9,0,mid_value
p_002999,minnow_payer,MX,android,mid,facebook,1,1,73,2024-07-29,2024-10-10,13,10.2,4,42.96,15,82,mid_value
p_002950,minnow_payer,IN,ios,mid,facebook,1,0,199,2024-06-15,2024-12-31,20,9.6,12,42.88,14,0,mid_value
